Query Number	Algorithm	Path Number	Success Y/N	Runtime	Generations	Number Individual	Message	Exceptions
1	evosql	1	1	1055	23	1089		
1	evosql	2	1	2805	33	1563		
1	evosql	3	1	1572	28	1318		
1	evosql	4	1	3373	71	3276		
1	evosql	5	1	1720	36	1688		
1	evosql	6	1	2414	60	2783		
1	evosql	7	1	56	0	50		
1	evosql	8	1	2897	39	1836		
1	evosql	9	1	3573	60	2804		
1	evosql	10	1	52	0	50		
1	evosql	11	1	2612	44	2094		
1	evosql	12	1	6577	104	4819		
1	evosql	13	1	59	0	50		
1	evosql	14	1	1875	24	1166		
1	evosql	15	1	61	0	50		
1	evosql	16	1	1148	26	1258		
1	evosql	17	0	387193	4946	226617	"Has no output, distance is 11.441788158432145"	
1	evosql	18	1	216396	4258	194729		
1	evosql	19	1	65	0	50		
1	evosql	20	1	57	0	50		
1	evosql	21	0	387142	7073	323595	"Has no output, distance is 11.295370370370371"	
1	evosql	22	1	76	0	50		
1	evosql	23	1	2878	43	1980		
1	evosql	24	0	387313	2625	120302	"Has no output, distance is 11.941176470588236"	
1	evosql	25	0	387222	3511	160515	"Has no output, distance is 1.0"	
1	evosql	26	1	67	0	50		
1	evosql	27	1	58	0	50		
2	evosql	1	1	357	11	566		
2	evosql	2	1	186	6	336		
2	evosql	3	1	466	11	550		
2	evosql	4	1	363	7	373		
2	evosql	5	1	177	6	337		
2	evosql	6	1	33	0	50		
2	evosql	7	1	305	4	228		
2	evosql	8	1	476	11	554		
2	evosql	9	1	31	0	50		
2	evosql	10	1	76	2	139		
2	evosql	11	1	835	21	1030		
2	evosql	12	1	35	0	50		
2	evosql	13	1	223	7	373		
2	evosql	14	1	334	7	367		
2	evosql	15	1	33	0	50		
2	evosql	16	1	26	0	50		
2	evosql	17	1	36	0	50		
2	evosql	18	1	765	9	476		
3	evosql	1	1	3225	62	2887		
3	evosql	2	1	2294	40	1884		
3	evosql	3	1	1894	38	1779		
3	evosql	4	1	1237	29	1351		
3	evosql	5	1	1788	47	2199		
3	evosql	6	1	2944	54	2518		
3	evosql	7	1	2755	58	2692		
3	evosql	8	1	57	0	50		
3	evosql	9	1	3805	54	2518		
3	evosql	10	1	4262	73	3416		
3	evosql	11	1	60	0	50		
3	evosql	12	1	3043	48	2234		
3	evosql	13	1	4936	62	2907		
3	evosql	14	1	55	0	50		
3	evosql	15	1	1082	22	1059		
3	evosql	16	1	53	0	50		
3	evosql	17	1	2637	51	2370		
3	evosql	18	1	2471	51	2366		
3	evosql	19	1	8149	41	1914		
3	evosql	20	1	186	0	50		
3	evosql	21	1	57	0	50		
3	evosql	22	1	2380	32	1518		
3	evosql	23	1	68	0	50		
3	evosql	24	1	3998	63	2925		
3	evosql	25	1	2309	50	2342		
3	evosql	26	1	3113	36	1673		
3	evosql	27	1	57	0	50		
3	evosql	28	1	60	0	50		
4	evosql	1	1	6	0	50		
4	evosql	2	1	5	0	50		
4	evosql	3	1	4	0	50		
4	evosql	4	1	5	0	50		
4	evosql	5	1	4	0	50		
5	evosql	1	1	6	0	50		
5	evosql	2	1	6	0	50		
5	evosql	3	1	5	0	50		
5	evosql	4	1	5	0	50		
6	evosql	1	1	10	0	50		
6	evosql	2	1	12	0	50		
6	evosql	3	1	22	2	145		
6	evosql	4	1	15	0	50		
6	evosql	5	1	15	0	50		
6	evosql	6	1	71	6	319		
7	evosql	1	1	5	0	50		
7	evosql	2	1	4	0	50		
7	evosql	3	1	5	0	50		
7	evosql	4	1	7	0	50		
8	evosql	1	1	11	0	50		
8	evosql	2	1	9	0	50		
8	evosql	3	1	20	1	96		
8	evosql	4	1	59	0	50		
8	evosql	5	1	15	0	50		
8	evosql	6	1	23	1	95		
9	evosql	1	1	9	0	50		
9	evosql	2	1	12	1	97		
9	evosql	3	1	10	1	97		
9	evosql	4	1	11	0	50		
9	evosql	5	1	6	0	50		
9	evosql	6	1	7	0	50		
9	evosql	7	1	10	1	98		
10	evosql	1	1	14	0	50		
10	evosql	2	1	33	2	136		
10	evosql	3	1	29	2	145		
10	evosql	4	1	23	0	50		
10	evosql	5	1	16	0	50		
10	evosql	6	1	64	5	280		
11	evosql	1	1	6	0	50		
11	evosql	2	1	5	0	50		
11	evosql	3	1	9	1	99		
11	evosql	4	1	5	0	50		
11	evosql	5	1	5	0	50		
12	evosql	1	1	5	0	50		
12	evosql	2	1	5	0	50		
12	evosql	3	1	5	0	50		
12	evosql	4	1	4	0	50		
12	evosql	5	1	3	0	50		
13	evosql	1	1	7	0	50		
13	evosql	2	1	8	0	50		
13	evosql	3	1	7	0	50		
13	evosql	4	1	8	0	50		
13	evosql	5	1	7	0	50		
14	evosql	1	1	5	0	50		
14	evosql	2	1	5	0	50		
14	evosql	3	1	5	0	50		
14	evosql	4	1	5	0	50		
15	evosql	1	1	113	4	231		
15	evosql	2	1	59	2	138		
15	evosql	3	1	170	3	192		
15	evosql	4	1	91	4	229		
15	evosql	5	1	84	2	144		
15	evosql	6	1	129	5	278		
15	evosql	7	1	24	0	50		
15	evosql	8	1	235	3	191		
15	evosql	9	1	2245	67	3163		
15	evosql	10	1	24	0	50		
15	evosql	11	1	23	0	50		
15	evosql	12	1	235	4	243		
15	evosql	13	1	26	0	50		
15	evosql	14	1	224	8	429		
15	evosql	15	1	1124	23	1109		
15	evosql	16	1	24	0	50		
16	evosql	1	1	3755	52	2428		
16	evosql	2	1	3923	49	2268		
16	evosql	3	1	2132	33	1542		
16	evosql	4	1	4732	66	3101		
16	evosql	5	1	2824	40	1898		
16	evosql	6	1	3791	40	1875		
16	evosql	7	1	2016	32	1526		
16	evosql	8	1	3528	40	1866		
16	evosql	9	1	2732	43	1997		
16	evosql	10	1	51	0	50		
16	evosql	11	1	3073	49	2268		
16	evosql	12	1	4351	55	2583		
16	evosql	13	1	209	0	50		
16	evosql	14	1	2153	41	1949		
16	evosql	15	1	1267	21	1016		
16	evosql	16	1	57	0	50		
16	evosql	17	1	1774	28	1326		
16	evosql	18	1	167	0	50		
16	evosql	19	1	1778	35	1656		
16	evosql	20	1	4783	68	3201		
16	evosql	21	1	18005	178	8199		
16	evosql	22	1	61	0	50		
16	evosql	23	1	159	0	50		
16	evosql	24	1	2271	39	1830		
16	evosql	25	1	68	0	50		
16	evosql	26	1	3780	50	2316		
16	evosql	27	1	3500	47	2211		
16	evosql	28	1	3532	55	2592		
16	evosql	29	1	66	0	50		
16	evosql	30	1	63	0	50		
16	evosql	31	1	434	6	336		
16	evosql	32	1	2140	21	1023		
16	evosql	33	1	2976	57	2654		
16	evosql	34	1	173	3	194		
16	evosql	35	1	1463	23	1110		
16	evosql	36	1	1935	20	948		
16	evosql	37	1	1471	25	1198		
16	evosql	38	1	116	1	100		
16	evosql	39	1	1418	18	872		
16	evosql	40	1	1088	19	916		
16	evosql	41	1	511	9	462		
16	evosql	42	1	312	3	184		
16	evosql	43	1	252	4	231		
17	evosql	1	1	6	0	50		
17	evosql	2	1	5	0	50		
17	evosql	3	1	6	0	50		
17	evosql	4	1	5	0	50		
17	evosql	5	1	5	0	50		
18	evosql	1	1	1152	21	1019		
18	evosql	2	1	4482	67	3111		
18	evosql	3	1	2939	60	2808		
18	evosql	4	1	5800	86	3960		
18	evosql	5	1	4047	58	2717		
18	evosql	6	1	2197	41	1926		
18	evosql	7	1	1894	46	2161		
18	evosql	8	1	64	0	50		
18	evosql	9	1	905	15	738		
18	evosql	10	1	4566	85	3909		
18	evosql	11	1	63	0	50		
18	evosql	12	1	9890	148	6784		
18	evosql	13	1	3353	65	3036		
18	evosql	14	1	64	0	50		
18	evosql	15	1	3231	36	1678		
18	evosql	16	1	63	0	50		
18	evosql	17	1	2421	44	2060		
18	evosql	18	1	16673	222	10206		
18	evosql	19	1	9529	151	6921		
18	evosql	20	1	70	0	50		
18	evosql	21	1	177	0	50		
18	evosql	22	1	5376	68	3203		
18	evosql	23	1	65	0	50		
18	evosql	24	1	6310	102	4700		
18	evosql	25	1	3333	55	2547		
18	evosql	26	1	9870	119	5419		
18	evosql	27	1	73	0	50		
18	evosql	28	1	73	0	50		
18	evosql	29	1	2001	44	2043		
18	evosql	30	1	3847	81	3732		
18	evosql	31	1	4990	67	3109		
18	evosql	32	1	5831	103	4763		
19	evosql	1	1	9802	150	6830		
19	evosql	2	1	6719	93	4314		
19	evosql	3	1	4473	72	3332		
19	evosql	4	1	6225	111	5051		
19	evosql	5	1	3986	53	2474		
19	evosql	6	1	5758	75	3490		
19	evosql	7	1	131	0	50		
19	evosql	8	1	6345	82	3779		
19	evosql	9	1	5452	92	4201		
19	evosql	10	1	75	0	50		
19	evosql	11	1	7391	89	4107		
19	evosql	12	1	11421	140	6414		
19	evosql	13	1	64	0	50		
19	evosql	14	1	7834	105	4827		
19	evosql	15	1	62	0	50		
19	evosql	16	1	2020	57	2635		
19	evosql	17	0	285738	4600	209988	"Has no output, distance is 15.88562091503268"	
19	evosql	18	0	285919	4317	197092	"Has no output, distance is 15.941176470588236"	
19	evosql	19	1	71	0	50		
19	evosql	20	1	56	0	50		
19	evosql	21	0	285760	3506	160130	"Has no output, distance is 15.941176470588236"	
19	evosql	22	1	247	0	50		
19	evosql	23	1	6159	89	4118		
19	evosql	24	0	285768	3244	147870	"Has no output, distance is 15.464571069087581"	
19	evosql	25	0	285739	3786	172875	"Has no output, distance is 15.882352941176471"	
19	evosql	26	1	76	0	50		
19	evosql	27	1	68	0	50		
19	evosql	28	0	285762	2684	122505	"Has no output, distance is 15.941176470588236"	
19	evosql	29	1	259	0	50		
19	evosql	30	1	1013	13	643		
20	evosql	1	1	3276	60	2787		
20	evosql	2	1	7778	104	4814		
20	evosql	3	1	4719	83	3808		
20	evosql	4	1	5200	73	3364		
20	evosql	5	1	11154	132	6092		
20	evosql	6	1	74	0	50		
20	evosql	7	1	4793	61	2838		
20	evosql	8	1	10307	150	6873		
20	evosql	9	1	70	0	50		
20	evosql	10	1	4240	57	2648		
20	evosql	11	1	5158	78	3613		
20	evosql	12	1	70	0	50		
20	evosql	13	1	2526	37	1725		
20	evosql	14	1	63	0	50		
20	evosql	15	1	3447	77	3515		
20	evosql	16	1	7419	101	4678		
20	evosql	17	1	7512	141	6486		
20	evosql	18	1	234	0	50		
20	evosql	19	1	66	0	50		
20	evosql	20	1	1133	24	1163		
20	evosql	21	1	96	0	50		
20	evosql	22	1	7278	104	4765		
20	evosql	23	1	5110	77	3538		
20	evosql	24	1	2447	49	2257		
20	evosql	25	1	80	0	50		
20	evosql	26	1	66	0	50		
20	evosql	27	1	3257	48	2227		
20	evosql	28	1	83	0	50		
20	evosql	29	1	1335	20	956		
20	evosql	30	1	7945	103	4779		
20	evosql	31	1	3863	59	2749		
20	evosql	32	1	8316	127	5828		
20	evosql	33	1	4733	78	3614		
21	evosql	1	1	44	1	97		
21	evosql	2	1	24	0	50		
21	evosql	3	1	68	2	143		
21	evosql	4	1	50	1	98		
21	evosql	5	1	225	5	280		
21	evosql	6	1	65	2	139		
21	evosql	7	1	27	0	50		
21	evosql	8	1	124	4	237		
21	evosql	9	1	350	8	427		
21	evosql	10	1	27	0	50		
21	evosql	11	1	160	5	286		
21	evosql	12	1	642	15	730		
21	evosql	13	1	33	0	50		
21	evosql	14	1	67	2	144		
21	evosql	15	1	873	12	595		
21	evosql	16	1	26	0	50		
22	evosql	1	1	21	1	96		
22	evosql	2	1	39	4	238		
22	evosql	3	1	49	4	235		
22	evosql	4	1	20	0	50		
22	evosql	5	1	19	0	50		
22	evosql	6	1	206	11	558		
23	evosql	1	1	4	0	50		
23	evosql	2	1	4	0	50		
23	evosql	3	1	3	0	50		
24	evosql	1	1	25	0	50		
24	evosql	2	1	18	0	50		
24	evosql	3	1	41	1	97		
24	evosql	4	1	56	2	143		
24	evosql	5	1	50	2	145		
24	evosql	6	1	21	0	50		
24	evosql	7	1	273	4	233		
24	evosql	8	1	24	0	50		
24	evosql	9	1	27	0	50		
24	evosql	10	1	35	1	94		
24	evosql	11	1	18	0	50		
25	evosql	1	1	9	0	50		
25	evosql	2	1	6	0	50		
25	evosql	3	1	4	0	50		
26	evosql	1	1	6765	98	4515		
26	evosql	2	1	2526	42	1967		
26	evosql	3	1	4149	61	2854		
26	evosql	4	1	11643	168	7723		
26	evosql	5	1	7378	127	5836		
26	evosql	6	1	6884	99	4553		
26	evosql	7	1	3180	64	2942		
26	evosql	8	1	3100	63	2924		
26	evosql	9	1	11225	161	7328		
26	evosql	10	1	170	0	50		
26	evosql	11	1	4938	63	2968		
26	evosql	12	1	4088	81	3732		
