Query Number	Algorithm	Coverage %	Query Time Passed
1	evosql	33.33	339
1	evosql	66.67	538
1	evosql	100.00	590
2	evosql	50.00	43
2	evosql	100.00	74
3	evosql	16.67	84
3	evosql	33.33	173
3	evosql	50.00	241
3	evosql	66.67	293
3	evosql	83.33	343
3	evosql	100.00	389
4	evosql	50.00	32
4	evosql	100.00	67
5	evosql	50.00	46
5	evosql	100.00	124
6	evosql	50.00	24
6	evosql	100.00	42
7	evosql	100.00	47
8	evosql	50.00	28
8	evosql	100.00	68
9	evosql	4.35	5375
9	evosql	8.70	6979
9	evosql	13.04	9839
9	evosql	17.39	9899
9	evosql	21.74	9982
9	evosql	26.09	13248
9	evosql	30.43	15756
9	evosql	34.78	16010
9	evosql	39.13	17326
9	evosql	43.48	20716
9	evosql	47.83	25194
9	evosql	52.17	26258
9	evosql	56.52	29308
9	evosql	60.87	31232
9	evosql	65.22	32353
9	evosql	69.57	38213
9	evosql	73.91	41329
9	evosql	78.26	45158
9	evosql	82.61	53472
9	evosql	86.96	60257
9	evosql	91.30	63704
9	evosql	95.65	65947
9	evosql	100.00	66943
10	evosql	14.29	11
10	evosql	28.57	20
10	evosql	42.86	49
10	evosql	57.14	58
10	evosql	71.43	75
10	evosql	85.71	87
10	evosql	100.00	118
11	evosql	20.00	10
11	evosql	40.00	18
11	evosql	60.00	27
11	evosql	80.00	36
11	evosql	100.00	44
12	evosql	33.33	24
12	evosql	66.67	37
12	evosql	100.00	49
13	evosql	50.00	12
13	evosql	100.00	62
14	evosql	20.00	17
14	evosql	40.00	29
14	evosql	60.00	39
14	evosql	80.00	56
14	evosql	100.00	71
15	evosql	50.00	9
15	evosql	100.00	17
17	evosql	50.00	10
17	evosql	100.00	18
18	evosql	12.50	231
18	evosql	25.00	260
18	evosql	37.50	322
18	evosql	50.00	392
18	evosql	62.50	564
18	evosql	75.00	819
18	evosql	87.50	858
18	evosql	100.00	1252
19	evosql	50.00	14
19	evosql	100.00	25
20	evosql	11.11	63
20	evosql	22.22	122
20	evosql	33.33	422
20	evosql	44.44	476
20	evosql	55.56	526
20	evosql	66.67	588
20	evosql	77.78	664
20	evosql	88.89	984
20	evosql	100.00	1040
21	evosql	50.00	21
21	evosql	100.00	38
22	evosql	33.33	18
22	evosql	66.67	34
22	evosql	100.00	52
23	evosql	20.00	11
23	evosql	40.00	19
23	evosql	60.00	27
23	evosql	80.00	35
23	evosql	100.00	43
24	evosql	50.00	10
24	evosql	100.00	21
25	evosql	50.00	29
25	evosql	100.00	60
26	evosql	20.00	294
26	evosql	40.00	316
26	evosql	60.00	330
26	evosql	80.00	343
26	evosql	100.00	355
27	evosql	50.00	21
27	evosql	100.00	38
28	evosql	33.33	16
28	evosql	66.67	26
28	evosql	100.00	33
29	evosql	33.33	30
29	evosql	66.67	47
29	evosql	100.00	62
30	evosql	50.00	51
30	evosql	100.00	77
31	evosql	11.11	18
31	evosql	22.22	34
31	evosql	33.33	74
31	evosql	44.44	88
31	evosql	55.56	99
31	evosql	66.67	117
31	evosql	77.78	131
31	evosql	88.89	143
31	evosql	100.00	236
32	evosql	20.00	18
32	evosql	40.00	31
32	evosql	60.00	41
32	evosql	80.00	54
32	evosql	100.00	64
33	evosql	2.38	256
33	evosql	4.76	36363
33	evosql	7.14	36472
33	evosql	9.52	81975
33	evosql	11.90	82352
33	evosql	14.29	82466
33	evosql	16.67	83434
33	evosql	19.05	83637
33	evosql	21.43	83831
33	evosql	23.81	83955
33	evosql	26.19	84114
33	evosql	28.57	84694
33	evosql	30.95	85002
33	evosql	33.33	85194
33	evosql	35.71	85296
33	evosql	38.10	85764
33	evosql	40.48	85881
33	evosql	42.86	85997
33	evosql	45.24	86241
33	evosql	47.62	86347
33	evosql	50.00	86475
33	evosql	52.38	87760
33	evosql	54.76	87883
33	evosql	57.14	88806
33	evosql	59.52	188476
33	evosql	61.90	188599
33	evosql	64.29	188893
33	evosql	66.67	189013
33	evosql	69.05	314628
33	evosql	71.43	314926
33	evosql	73.81	390086
33	evosql	76.19	620529
33	evosql	78.57	686183
33	evosql	80.95	686643
33	evosql	83.33	686754
33	evosql	85.71	687702
33	evosql	88.10	687851
33	evosql	90.48	690134
33	evosql	92.86	752796
33	evosql	95.24	784788
33	evosql	97.62	854274
33	evosql	100.00	1048387
34	evosql	20.00	15
34	evosql	40.00	26
34	evosql	60.00	34
34	evosql	80.00	42
34	evosql	100.00	49
35	evosql	14.29	10
35	evosql	28.57	19
35	evosql	42.86	36
35	evosql	57.14	45
35	evosql	71.43	70
35	evosql	85.71	89
35	evosql	100.00	128
36	evosql	33.33	22
36	evosql	66.67	39
36	evosql	100.00	59
37	evosql	5.88	174
37	evosql	11.76	397
37	evosql	17.65	896
37	evosql	23.53	946
37	evosql	29.41	1147
37	evosql	35.29	1328
37	evosql	41.18	1625
37	evosql	47.06	1683
37	evosql	52.94	1778
37	evosql	58.82	2533
37	evosql	64.71	2695
37	evosql	70.59	3285
37	evosql	76.47	3638
37	evosql	82.35	4116
37	evosql	88.24	4266
37	evosql	94.12	4680
37	evosql	100.00	4772
38	evosql	50.00	23
38	evosql	100.00	43
39	evosql	16.67	11
39	evosql	33.33	23
39	evosql	50.00	35
39	evosql	66.67	45
39	evosql	83.33	57
39	evosql	100.00	69
40	evosql	14.29	16
40	evosql	28.57	30
40	evosql	42.86	44
40	evosql	57.14	58
40	evosql	71.43	209
40	evosql	85.71	256
40	evosql	100.00	326
41	evosql	11.11	23
41	evosql	22.22	37
41	evosql	33.33	51
41	evosql	44.44	64
41	evosql	55.56	78
41	evosql	66.67	91
41	evosql	77.78	131
41	evosql	88.89	144
41	evosql	100.00	157
42	evosql	50.00	37
42	evosql	100.00	67
43	evosql	50.00	19
43	evosql	100.00	37
44	evosql	20.00	10
44	evosql	40.00	20
44	evosql	60.00	35
44	evosql	80.00	46
44	evosql	100.00	58
45	evosql	50.00	21
45	evosql	100.00	38
46	evosql	50.00	27
46	evosql	100.00	46
47	evosql	50.00	19
47	evosql	100.00	35
48	evosql	20.00	30
48	evosql	40.00	55
48	evosql	60.00	71
48	evosql	80.00	87
48	evosql	100.00	101
49	evosql	12.50	510
49	evosql	25.00	533
49	evosql	37.50	4082
49	evosql	50.00	4100
49	evosql	62.50	4118
49	evosql	75.00	4139
49	evosql	87.50	4158
49	evosql	100.00	4175
50	evosql	14.29	37
50	evosql	28.57	47
50	evosql	42.86	136
50	evosql	57.14	151
50	evosql	71.43	195
50	evosql	85.71	205
50	evosql	100.00	238
51	evosql	50.00	19
51	evosql	100.00	65
52	evosql	11.11	14
52	evosql	22.22	26
52	evosql	33.33	53
52	evosql	44.44	64
52	evosql	55.56	77
52	evosql	66.67	90
52	evosql	77.78	123
52	evosql	88.89	136
52	evosql	100.00	150
53	evosql	33.33	10
53	evosql	66.67	19
53	evosql	100.00	27
54	evosql	14.29	203
54	evosql	28.57	224
54	evosql	42.86	294
54	evosql	57.14	358
54	evosql	71.43	477
54	evosql	85.71	499
54	evosql	100.00	574
55	evosql	50.00	25
55	evosql	100.00	47
56	evosql	50.00	12
56	evosql	100.00	23
58	evosql	50.00	10
58	evosql	100.00	18
59	evosql	33.33	34
59	evosql	66.67	52
59	evosql	100.00	71
60	evosql	16.67	9
60	evosql	33.33	20
60	evosql	50.00	28
60	evosql	66.67	36
60	evosql	83.33	44
60	evosql	100.00	52
61	evosql	50.00	12
61	evosql	100.00	22
62	evosql	2.27	873
62	evosql	4.55	3571
62	evosql	6.82	4862
62	evosql	9.09	5585
62	evosql	11.36	7519
62	evosql	13.64	10594
62	evosql	15.91	11993
62	evosql	18.18	13327
62	evosql	20.45	14652
62	evosql	22.73	15924
62	evosql	25.00	17039
62	evosql	27.27	18636
62	evosql	29.55	19927
62	evosql	31.82	21089
62	evosql	34.09	22036
62	evosql	36.36	23800
62	evosql	38.64	25157
62	evosql	40.91	26752
62	evosql	43.18	28604
62	evosql	45.45	30090
62	evosql	47.73	31111
62	evosql	50.00	32069
62	evosql	52.27	32773
62	evosql	54.55	34637
62	evosql	56.82	35422
62	evosql	59.09	37982
62	evosql	61.36	39862
62	evosql	63.64	41342
62	evosql	65.91	42274
62	evosql	68.18	43861
62	evosql	70.45	45383
62	evosql	72.73	47304
62	evosql	75.00	48549
62	evosql	77.27	50044
62	evosql	79.55	51759
62	evosql	81.82	52625
62	evosql	84.09	53555
62	evosql	86.36	54140
62	evosql	88.64	55267
62	evosql	90.91	56446
62	evosql	93.18	57271
62	evosql	95.45	58046
62	evosql	97.73	59015
62	evosql	100.00	60990
63	evosql	50.00	14
63	evosql	100.00	25
64	evosql	20.00	18
64	evosql	40.00	34
64	evosql	60.00	50
64	evosql	80.00	65
64	evosql	100.00	78
66	evosql	12.50	71
66	evosql	25.00	82
66	evosql	37.50	166
66	evosql	50.00	177
66	evosql	62.50	211
66	evosql	75.00	243
66	evosql	87.50	295
66	evosql	100.00	419
67	evosql	33.33	13
67	evosql	66.67	24
67	evosql	100.00	34
68	evosql	20.00	31
68	evosql	40.00	47
68	evosql	60.00	69
68	evosql	80.00	89
68	evosql	100.00	173
69	evosql	10.00	30
69	evosql	20.00	49
69	evosql	30.00	67
69	evosql	40.00	85
69	evosql	50.00	103
69	evosql	60.00	123
69	evosql	70.00	550
69	evosql	80.00	614
69	evosql	90.00	681
69	evosql	100.00	903
70	evosql	50.00	11
70	evosql	100.00	19
71	evosql	50.00	22
71	evosql	100.00	39
73	evosql	12.50	23
73	evosql	25.00	33
73	evosql	37.50	65
73	evosql	50.00	101
73	evosql	62.50	155
73	evosql	75.00	176
73	evosql	87.50	336
73	evosql	100.00	357
74	evosql	9.09	17
74	evosql	18.18	50
74	evosql	27.27	108
74	evosql	36.36	123
74	evosql	45.45	138
74	evosql	54.55	170
74	evosql	63.64	207
74	evosql	72.73	262
74	evosql	81.82	295
74	evosql	90.91	661
74	evosql	100.00	757
75	evosql	50.00	24
75	evosql	100.00	43
76	evosql	12.50	26
76	evosql	25.00	49
76	evosql	37.50	68
76	evosql	50.00	87
76	evosql	62.50	104
76	evosql	75.00	124
76	evosql	87.50	242
76	evosql	100.00	318
77	evosql	33.33	27
77	evosql	66.67	38
77	evosql	100.00	49
78	evosql	20.00	11
78	evosql	40.00	21
78	evosql	60.00	31
