Query Number	Algorithm	Path Number	Success Y/N	Runtime	Generations	Number Individual	Message	Exceptions
1	evosql	1	1	752	0	50		
1	evosql	2	1	55	0	50		
1	evosql	3	1	30	0	50		
2	evosql	1	1	78	0	50		
2	evosql	2	1	61	0	50		
2	evosql	3	1	41	0	50		
2	evosql	4	1	35	0	50		
2	evosql	5	1	47	0	50		
3	evosql	1	1	261	4	243		
3	evosql	2	1	33	0	50		
3	evosql	3	1	574	13	694		
3	evosql	4	1	61	2	147		
3	evosql	5	1	246	4	247		
3	evosql	6	1	20	0	50		
3	evosql	7	1	40	1	99		
3	evosql	8	1	75	3	195		
3	evosql	9	1	45	2	147		
4	evosql	1	1	70	0	50		
4	evosql	2	1	90	0	50		
4	evosql	3	1	94	1	98		
4	evosql	4	1	42	0	50		
4	evosql	5	1	94	1	97		
4	evosql	6	1	44	0	50		
4	evosql	7	1	34	0	50		
4	evosql	8	1	37	0	50		
4	evosql	9	1	35	0	50		
4	evosql	10	1	50	0	50		
5	evosql	1	1	33	0	50		
5	evosql	2	1	25	0	50		
5	evosql	3	1	27	0	50		
5	evosql	4	1	20	0	50		
5	evosql	5	1	21	0	50		
5	evosql	6	1	115	4	239		
5	evosql	7	1	24	0	50		
5	evosql	8	1	178	0	50		
6	evosql	1	1	17	0	50		
6	evosql	2	1	15	0	50		
6	evosql	3	1	15	0	50		
7	evosql	1	1	28	0	50		
7	evosql	2	1	25	0	50		
7	evosql	3	1	23	0	50		
7	evosql	4	1	27	0	50		
7	evosql	5	1	25	0	50		
8	evosql	1	1	21	0	50		
8	evosql	2	1	15	0	50		
8	evosql	3	1	24	0	50		
9	evosql	1	1	9	0	50		
9	evosql	2	1	7	0	50		
9	evosql	3	1	8	0	50		
10	evosql	1	1	17	0	50		
10	evosql	2	1	13	0	50		
10	evosql	3	1	11	0	50		
10	evosql	4	1	9	0	50		
11	evosql	1	1	24	0	50		
11	evosql	2	1	21	0	50		
12	evosql	1	1	29	0	50		
12	evosql	2	1	16	0	50		
12	evosql	3	1	14	0	50		
12	evosql	4	1	15	0	50		
12	evosql	5	1	26	1	95		
12	evosql	6	1	62	0	50		
12	evosql	7	1	12	0	50		
13	evosql	1	1	21	0	50		
13	evosql	2	1	16	0	50		
13	evosql	3	1	21	1	99		
13	evosql	4	1	10	0	50		
13	evosql	5	1	42	2	143		
13	evosql	6	1	9	0	50		
13	evosql	7	1	22	1	99		
14	evosql	1	1	19	0	50		
14	evosql	2	1	15	0	50		
15	evosql	1	1	9	0	50		
15	evosql	2	1	10	0	50		
15	evosql	3	1	11	0	50		
15	evosql	4	1	11	0	50		
15	evosql	5	1	10	0	50		
15	evosql	6	1	11	0	50		
15	evosql	7	1	11	0	50		
16	evosql	1	1	11	0	50		
16	evosql	2	1	10	0	50		
16	evosql	3	1	7	0	50		
16	evosql	4	1	9	0	50		
16	evosql	5	1	6	0	50		
17	evosql	1	1	9	0	50		
17	evosql	2	1	10	0	50		
17	evosql	3	1	7	0	50		
17	evosql	4	1	8	0	50		
17	evosql	5	1	10	0	50		
18	evosql	1	1	15	0	50		
18	evosql	2	1	11	0	50		
19	evosql	1	1	15	0	50		
19	evosql	2	1	15	0	50		
19	evosql	3	1	17	0	50		
19	evosql	4	1	13	0	50		
20	evosql	1	1	21	1	98		
20	evosql	2	1	17	0	50		
20	evosql	3	1	16	0	50		
20	evosql	4	1	28	1	99		
20	evosql	5	1	115	5	293		
20	evosql	6	1	31	1	97		
20	evosql	7	1	73	4	245		
21	evosql	1	1	19	0	50		
21	evosql	2	1	21	0	50		
21	evosql	3	1	19	0	50		
21	evosql	4	1	17	0	50		
22	evosql	1	1	17	0	50		
22	evosql	2	1	15	0	50		
22	evosql	3	1	13	0	50		
22	evosql	4	1	10	0	50		
23	evosql	1	1	18	0	50		
23	evosql	2	1	19	0	50		
23	evosql	3	1	17	0	50		
23	evosql	4	1	51	2	140		
23	evosql	5	1	16	0	50		
23	evosql	6	1	15	0	50		
23	evosql	7	1	15	0	50		
23	evosql	8	1	17	0	50		
23	evosql	9	1	37	1	96		
24	evosql	1	1	11	0	50		
24	evosql	2	1	12	0	50		
24	evosql	3	1	11	0	50		
25	evosql	1	1	8	0	50		
25	evosql	2	1	7	0	50		
25	evosql	3	1	11	1	99		
25	evosql	4	1	7	0	50		
25	evosql	5	1	7	0	50		
26	evosql	1	1	17	0	50		
26	evosql	2	1	16	0	50		
26	evosql	3	1	16	0	50		
26	evosql	4	1	13	0	50		
26	evosql	5	1	16	0	50		
26	evosql	6	1	15	0	50		
27	evosql	1	1	27	0	50		
27	evosql	2	1	26	0	50		
27	evosql	3	1	25	0	50		
27	evosql	4	1	28	0	50		
28	evosql	1	1	22	1	99		
28	evosql	2	1	19	1	98		
28	evosql	3	1	19	1	99		
28	evosql	4	1	7	0	50		
28	evosql	5	1	64	1	100		
28	evosql	6	1	36	3	195		
28	evosql	7	1	22	2	150		
28	evosql	8	1	7	0	50		
28	evosql	9	1	28	2	149		
29	evosql	1	1	15	0	50		
29	evosql	2	1	18	0	50		
29	evosql	3	1	14	0	50		
29	evosql	4	1	22	0	50		
29	evosql	5	1	23	0	50		
29	evosql	6	1	113	6	327		
30	evosql	1	1	9	0	50		
30	evosql	2	1	10	0	50		
30	evosql	3	1	7	0	50		
30	evosql	4	1	8	0	50		
30	evosql	5	1	7	0	50		
31	evosql	1	1	9	0	50		
31	evosql	2	1	10	0	50		
31	evosql	3	1	7	0	50		
31	evosql	4	1	8	0	50		
32	evosql	1	1	20	0	50		
32	evosql	2	1	14	0	50		
32	evosql	3	1	13	0	50		
32	evosql	4	1	13	0	50		
32	evosql	5	1	22	0	50		
32	evosql	6	1	28	0	50		
32	evosql	7	1	30	0	50		
33	evosql	1	1	149	0	50		
33	evosql	2	1	13	0	50		
33	evosql	3	1	10	0	50		
33	evosql	4	1	9	0	50		
34	evosql	1	1	21	0	50		
34	evosql	2	1	12	0	50		
34	evosql	3	1	19	0	50		
34	evosql	4	1	12	0	50		
34	evosql	5	1	11	0	50		
35	evosql	1	1	24	0	50		
35	evosql	2	1	11	0	50		
35	evosql	3	1	6	0	50		
35	evosql	4	1	7	0	50		
35	evosql	5	1	6	0	50		
36	evosql	1	1	15	0	50		
36	evosql	2	1	18	0	50		
36	evosql	3	1	60	0	50		
36	evosql	4	1	17	0	50		
36	evosql	5	1	15	0	50		
37	evosql	1	1	6	0	50		
37	evosql	2	1	6	0	50		
37	evosql	3	1	5	0	50		
37	evosql	4	1	5	0	50		
37	evosql	5	1	5	0	50		
38	evosql	1	1	13	0	50		
38	evosql	2	1	11	0	50		
38	evosql	3	1	11	0	50		
38	evosql	4	1	9	0	50		
39	evosql	1	1	6	0	50		
39	evosql	2	1	6	0	50		
39	evosql	3	1	9	0	50		
39	evosql	4	1	6	0	50		
39	evosql	5	1	7	0	50		
40	evosql	1	1	11	0	50		
40	evosql	2	1	8	0	50		
40	evosql	3	1	9	0	50		
40	evosql	4	1	9	0	50		
41	evosql	1	1	36	0	50		
41	evosql	2	1	78	1	93		
41	evosql	3	1	82	1	99		
41	evosql	4	1	35	0	50		
41	evosql	5	1	1209	18	904		
41	evosql	6	1	26	0	50		
41	evosql	7	1	405	4	237		
41	evosql	8	1	344	3	195		
41	evosql	9	1	172	5	282		
41	evosql	10	1	19	0	50		
41	evosql	11	1	20	0	50		
41	evosql	12	1	400	6	328		
42	evosql	1	1	29	0	50		
42	evosql	2	1	78	0	50		
42	evosql	3	1	22	0	50		
42	evosql	4	1	23	0	50		
42	evosql	5	1	26	0	50		
42	evosql	6	1	25	0	50		
43	evosql	1	1	110	1	97		
43	evosql	2	1	30	0	50		
43	evosql	3	1	82	0	50		
43	evosql	4	1	34	0	50		
43	evosql	5	1	125	5	285		
43	evosql	6	1	39	1	95		
43	evosql	7	1	494	3	190		
43	evosql	8	1	35	1	89		
43	evosql	9	1	22	0	50		
43	evosql	10	1	40	1	95		
43	evosql	11	1	50	1	98		
43	evosql	12	1	19	0	50		
43	evosql	13	1	27	0	50		
43	evosql	14	1	123	7	369		
43	evosql	15	1	1256	27	1318		
44	evosql	1	1	13	0	50		
44	evosql	2	1	16	0	50		
44	evosql	3	1	9	0	50		
44	evosql	4	1	9	0	50		
45	evosql	1	1	6	0	50		
45	evosql	2	1	5	0	50		
45	evosql	3	1	5	0	50		
45	evosql	4	1	5	0	50		
46	evosql	1	1	12	0	50		
46	evosql	2	1	10	0	50		
47	evosql	1	1	7	0	50		
47	evosql	2	1	6	0	50		
47	evosql	3	1	5	0	50		
48	evosql	1	1	7	0	50		
48	evosql	2	1	5	0	50		
48	evosql	3	1	7	0	50		
49	evosql	1	1	12	0	50		
49	evosql	2	1	10	0	50		
50	evosql	1	1	14	0	50		
50	evosql	2	1	19	1	99		
50	evosql	3	1	7	0	50		
50	evosql	4	1	7	0	50		
50	evosql	5	1	36	3	199		
50	evosql	6	1	24	1	96		
50	evosql	7	1	46	3	196		
50	evosql	8	1	43	3	194		
50	evosql	9	1	30	3	194		
51	evosql	1	1	13	0	50		
51	evosql	2	1	6	0	50		
51	evosql	3	1	5	0	50		
51	evosql	4	1	6	0	50		
51	evosql	5	1	6	0	50		
52	evosql	1	1	17	0	50		
52	evosql	2	1	12	0	50		
52	evosql	3	1	11	0	50		
52	evosql	4	1	10	0	50		
53	evosql	1	1	6	0	50		
53	evosql	2	1	5	0	50		
54	evosql	1	1	22	1	99		
54	evosql	2	1	10	0	50		
54	evosql	3	1	104	6	340		
54	evosql	4	1	30	1	96		
54	evosql	5	1	40	2	147		
54	evosql	6	1	12	0	50		
54	evosql	7	1	13	0	50		
54	evosql	8	1	180	3	195		
55	evosql	1	1	75	0	50		
55	evosql	2	1	15	0	50		
55	evosql	3	1	13	0	50		
55	evosql	4	1	11	0	50		
56	evosql	1	1	17	0	50		
56	evosql	2	1	9	0	50		
56	evosql	3	1	11	0	50		
56	evosql	4	1	8	0	50		
56	evosql	5	1	13	0	50		
57	evosql	1	1	11	0	50		
57	evosql	2	1	8	0	50		
57	evosql	3	1	7	0	50		
57	evosql	4	1	7	0	50		
57	evosql	5	1	8	0	50		
57	evosql	6	1	11	0	50		
58	evosql	1	1	17	0	50		
58	evosql	2	1	15	0	50		
58	evosql	3	1	13	0	50		
58	evosql	4	1	14	0	50		
58	evosql	5	1	12	0	50		
58	evosql	6	1	12	0	50		
58	evosql	7	1	18	0	50		
58	evosql	8	1	16	0	50		
59	evosql	1	1	9	0	50		
59	evosql	2	1	9	0	50		
59	evosql	3	1	7	0	50		
59	evosql	4	1	10	0	50		
60	evosql	1	1	15	0	50		
60	evosql	2	1	13	0	50		
61	evosql	1	1	7	0	50		
61	evosql	2	1	6	0	50		
61	evosql	3	1	9	0	50		
61	evosql	4	1	5	0	50		
61	evosql	5	1	6	0	50		
62	evosql	1	1	11	0	50		
62	evosql	2	1	10	0	50		
62	evosql	3	1	9	0	50		
62	evosql	4	1	10	0	50		
62	evosql	5	1	7	0	50		
63	evosql	1	1	9	0	50		
63	evosql	2	1	11	0	50		
63	evosql	3	1	7	0	50		
63	evosql	4	1	12	1	99		
63	evosql	5	1	7	0	50		
63	evosql	6	1	30	3	194		
64	evosql	1	1	10	0	50		
64	evosql	2	1	8	0	50		
64	evosql	3	1	8	0	50		
64	evosql	4	1	10	0	50		
65	evosql	1	1	14	0	50		
65	evosql	2	1	12	0	50		
65	evosql	3	1	11	0	50		
65	evosql	4	1	13	0	50		
65	evosql	5	1	11	0	50		
66	evosql	1	1	8	0	50		
66	evosql	2	1	7	0	50		
66	evosql	3	1	6	0	50		
66	evosql	4	1	6	0	50		
66	evosql	5	1	5	0	50		
67	evosql	1	1	5	0	50		
67	evosql	2	1	5	0	50		
67	evosql	3	1	5	0	50		
67	evosql	4	1	6	0	50		
67	evosql	5	1	5	0	50		
68	evosql	1	1	7	0	50		
68	evosql	2	1	6	0	50		
68	evosql	3	1	5	0	50		
69	evosql	1	1	19	0	50		
69	evosql	2	1	12	0	50		
69	evosql	3	1	12	0	50		
69	evosql	4	1	12	0	50		
70	evosql	1	1	30	0	50		
70	evosql	2	1	23	0	50		
70	evosql	3	1	20	0	50		
70	evosql	4	1	17	0	50		
70	evosql	5	1	140	0	50		
70	evosql	6	1	17	0	50		
70	evosql	7	1	15	0	50		
71	evosql	1	1	13	0	50		
71	evosql	2	1	11	0	50		
71	evosql	3	1	12	0	50		
72	evosql	1	1	12	0	50		
72	evosql	2	1	10	0	50		
72	evosql	3	1	15	0	50		
72	evosql	4	1	10	0	50		
73	evosql	1	1	19	0	50		
73	evosql	2	1	39	0	50		
