Query Number	Algorithm	Coverage %	Query Time Passed
1	evosql	33.33	820
1	evosql	66.67	877
1	evosql	100.00	908
2	evosql	20.00	81
2	evosql	40.00	144
2	evosql	60.00	186
2	evosql	80.00	222
2	evosql	100.00	270
3	evosql	11.11	263
3	evosql	22.22	300
3	evosql	33.33	874
3	evosql	44.44	936
3	evosql	55.56	1183
3	evosql	66.67	1203
3	evosql	77.78	1243
3	evosql	88.89	1319
3	evosql	100.00	1364
4	evosql	10.00	70
4	evosql	20.00	161
4	evosql	30.00	256
4	evosql	40.00	299
4	evosql	50.00	394
4	evosql	60.00	439
4	evosql	70.00	473
4	evosql	80.00	511
4	evosql	90.00	547
4	evosql	100.00	598
5	evosql	12.50	35
5	evosql	25.00	61
5	evosql	37.50	88
5	evosql	50.00	109
5	evosql	62.50	131
5	evosql	75.00	247
5	evosql	87.50	272
5	evosql	100.00	451
6	evosql	33.33	17
6	evosql	66.67	33
6	evosql	100.00	48
7	evosql	20.00	28
7	evosql	40.00	53
7	evosql	60.00	77
7	evosql	80.00	105
7	evosql	100.00	130
8	evosql	33.33	22
8	evosql	66.67	37
8	evosql	100.00	61
9	evosql	33.33	9
9	evosql	66.67	16
9	evosql	100.00	24
10	evosql	25.00	17
10	evosql	50.00	30
10	evosql	75.00	42
10	evosql	100.00	52
11	evosql	50.00	24
11	evosql	100.00	46
12	evosql	14.29	29
12	evosql	28.57	46
12	evosql	42.86	60
12	evosql	57.14	75
12	evosql	71.43	101
12	evosql	85.71	163
12	evosql	100.00	175
13	evosql	14.29	21
13	evosql	28.57	38
13	evosql	42.86	59
13	evosql	57.14	69
13	evosql	71.43	111
13	evosql	85.71	121
13	evosql	100.00	143
14	evosql	50.00	19
14	evosql	100.00	34
15	evosql	14.29	10
15	evosql	28.57	21
15	evosql	42.86	33
15	evosql	57.14	44
15	evosql	71.43	55
15	evosql	85.71	66
15	evosql	100.00	77
16	evosql	20.00	11
16	evosql	40.00	21
16	evosql	60.00	33
16	evosql	80.00	42
16	evosql	100.00	49
17	evosql	20.00	9
17	evosql	40.00	19
17	evosql	60.00	26
17	evosql	80.00	35
17	evosql	100.00	45
18	evosql	50.00	15
18	evosql	100.00	26
19	evosql	25.00	15
19	evosql	50.00	30
19	evosql	75.00	47
19	evosql	100.00	61
20	evosql	14.29	21
20	evosql	28.57	38
20	evosql	42.86	54
20	evosql	57.14	83
20	evosql	71.43	198
20	evosql	85.71	229
20	evosql	100.00	302
21	evosql	25.00	19
21	evosql	50.00	41
21	evosql	75.00	60
21	evosql	100.00	77
22	evosql	25.00	17
22	evosql	50.00	32
22	evosql	75.00	45
22	evosql	100.00	56
23	evosql	11.11	18
23	evosql	22.22	37
23	evosql	33.33	54
23	evosql	44.44	105
23	evosql	55.56	122
23	evosql	66.67	138
23	evosql	77.78	153
23	evosql	88.89	170
23	evosql	100.00	207
24	evosql	33.33	11
24	evosql	66.67	24
24	evosql	100.00	35
25	evosql	20.00	8
25	evosql	40.00	15
25	evosql	60.00	26
25	evosql	80.00	33
25	evosql	100.00	40
26	evosql	16.67	17
26	evosql	33.33	34
26	evosql	50.00	51
26	evosql	66.67	64
26	evosql	83.33	80
26	evosql	100.00	95
27	evosql	25.00	27
27	evosql	50.00	54
27	evosql	75.00	80
27	evosql	100.00	109
28	evosql	11.11	23
28	evosql	22.22	42
28	evosql	33.33	62
28	evosql	44.44	69
28	evosql	55.56	134
28	evosql	66.67	170
28	evosql	77.78	192
28	evosql	88.89	199
28	evosql	100.00	227
29	evosql	16.67	15
29	evosql	33.33	33
29	evosql	50.00	47
29	evosql	66.67	70
29	evosql	83.33	94
29	evosql	100.00	207
30	evosql	20.00	10
30	evosql	40.00	20
30	evosql	60.00	27
30	evosql	80.00	35
30	evosql	100.00	43
31	evosql	25.00	9
31	evosql	50.00	20
31	evosql	75.00	28
31	evosql	100.00	36
32	evosql	14.29	23
32	evosql	28.57	37
32	evosql	42.86	50
32	evosql	57.14	64
32	evosql	71.43	86
32	evosql	85.71	114
32	evosql	100.00	144
33	evosql	25.00	149
33	evosql	50.00	162
33	evosql	75.00	172
33	evosql	100.00	181
34	evosql	20.00	22
34	evosql	40.00	34
34	evosql	60.00	54
34	evosql	80.00	66
34	evosql	100.00	77
35	evosql	20.00	25
35	evosql	40.00	37
35	evosql	60.00	43
35	evosql	80.00	50
35	evosql	100.00	56
36	evosql	20.00	15
36	evosql	40.00	33
36	evosql	60.00	94
36	evosql	80.00	111
36	evosql	100.00	126
37	evosql	20.00	7
37	evosql	40.00	13
37	evosql	60.00	18
37	evosql	80.00	24
37	evosql	100.00	29
38	evosql	25.00	13
38	evosql	50.00	25
38	evosql	75.00	36
38	evosql	100.00	45
39	evosql	20.00	6
39	evosql	40.00	12
39	evosql	60.00	21
39	evosql	80.00	28
39	evosql	100.00	35
40	evosql	25.00	11
40	evosql	50.00	19
40	evosql	75.00	28
40	evosql	100.00	37
41	evosql	8.33	37
41	evosql	16.67	115
41	evosql	25.00	198
41	evosql	33.33	234
41	evosql	41.67	1444
41	evosql	50.00	1470
41	evosql	58.33	1875
41	evosql	66.67	2219
41	evosql	75.00	2391
41	evosql	83.33	2410
41	evosql	91.67	2431
41	evosql	100.00	2831
42	evosql	16.67	30
42	evosql	33.33	109
42	evosql	50.00	131
42	evosql	66.67	154
42	evosql	83.33	180
42	evosql	100.00	206
43	evosql	6.67	111
43	evosql	13.33	142
43	evosql	20.00	224
43	evosql	26.67	259
43	evosql	33.33	384
43	evosql	40.00	423
43	evosql	46.67	917
43	evosql	53.33	953
43	evosql	60.00	976
43	evosql	66.67	1017
43	evosql	73.33	1067
43	evosql	80.00	1086
43	evosql	86.67	1114
43	evosql	93.33	1238
43	evosql	100.00	2495
44	evosql	25.00	13
44	evosql	50.00	29
44	evosql	75.00	39
44	evosql	100.00	48
45	evosql	25.00	6
45	evosql	50.00	12
45	evosql	75.00	17
45	evosql	100.00	22
46	evosql	50.00	12
46	evosql	100.00	22
47	evosql	33.33	7
47	evosql	66.67	14
47	evosql	100.00	20
48	evosql	33.33	7
48	evosql	66.67	13
48	evosql	100.00	20
49	evosql	50.00	12
49	evosql	100.00	22
50	evosql	11.11	14
50	evosql	22.22	33
50	evosql	33.33	41
50	evosql	44.44	49
50	evosql	55.56	85
50	evosql	66.67	110
50	evosql	77.78	156
50	evosql	88.89	199
50	evosql	100.00	229
51	evosql	20.00	14
51	evosql	40.00	20
51	evosql	60.00	25
51	evosql	80.00	31
51	evosql	100.00	38
52	evosql	25.00	17
52	evosql	50.00	30
52	evosql	75.00	42
52	evosql	100.00	53
53	evosql	50.00	6
53	evosql	100.00	11
54	evosql	12.50	22
54	evosql	25.00	33
54	evosql	37.50	138
54	evosql	50.00	169
54	evosql	62.50	209
54	evosql	75.00	222
54	evosql	87.50	236
54	evosql	100.00	416
55	evosql	25.00	76
55	evosql	50.00	91
55	evosql	75.00	104
55	evosql	100.00	115
56	evosql	20.00	18
56	evosql	40.00	27
56	evosql	60.00	38
56	evosql	80.00	46
56	evosql	100.00	59
57	evosql	16.67	11
57	evosql	33.33	19
57	evosql	50.00	27
57	evosql	66.67	34
57	evosql	83.33	42
57	evosql	100.00	53
58	evosql	12.50	17
58	evosql	25.00	32
58	evosql	37.50	45
58	evosql	50.00	59
58	evosql	62.50	71
58	evosql	75.00	83
58	evosql	87.50	102
58	evosql	100.00	118
59	evosql	25.00	9
59	evosql	50.00	18
59	evosql	75.00	25
59	evosql	100.00	36
60	evosql	50.00	16
60	evosql	100.00	29
61	evosql	20.00	7
61	evosql	40.00	13
61	evosql	60.00	23
61	evosql	80.00	29
61	evosql	100.00	35
62	evosql	20.00	11
62	evosql	40.00	21
62	evosql	60.00	30
62	evosql	80.00	40
62	evosql	100.00	47
63	evosql	16.67	10
63	evosql	33.33	21
63	evosql	50.00	29
63	evosql	66.67	41
63	evosql	83.33	48
63	evosql	100.00	78
64	evosql	25.00	10
64	evosql	50.00	18
64	evosql	75.00	26
64	evosql	100.00	36
65	evosql	20.00	15
65	evosql	40.00	28
65	evosql	60.00	39
65	evosql	80.00	52
