Query Number	Algorithm	Coverage %	Query Time Passed
1	evosql	33.33	239
1	evosql	66.67	306
1	evosql	100.00	419
2	evosql	50.00	77
2	evosql	100.00	130
3	evosql	16.67	89
3	evosql	33.33	151
3	evosql	50.00	199
3	evosql	66.67	295
3	evosql	83.33	341
3	evosql	100.00	391
4	evosql	50.00	68
4	evosql	100.00	121
5	evosql	50.00	115
5	evosql	100.00	158
6	evosql	50.00	29
6	evosql	100.00	50
7	evosql	100.00	56
8	evosql	50.00	36
8	evosql	100.00	58
9	evosql	4.35	3224
9	evosql	8.70	7017
9	evosql	13.04	9993
9	evosql	17.39	10544
9	evosql	21.74	10851
9	evosql	26.09	12706
9	evosql	30.43	16164
9	evosql	34.78	17679
9	evosql	39.13	19358
9	evosql	43.48	21204
9	evosql	47.83	23446
9	evosql	52.17	25648
9	evosql	56.52	29657
9	evosql	60.87	33007
9	evosql	65.22	36360
9	evosql	69.57	37337
9	evosql	73.91	39498
9	evosql	78.26	40045
9	evosql	82.61	44105
9	evosql	86.96	52281
9	evosql	91.30	56869
9	evosql	95.65	59428
9	evosql	100.00	61255
10	evosql	14.29	27
10	evosql	28.57	38
10	evosql	42.86	60
10	evosql	57.14	80
10	evosql	71.43	108
10	evosql	85.71	119
10	evosql	100.00	156
11	evosql	20.00	17
11	evosql	40.00	27
11	evosql	60.00	35
11	evosql	80.00	43
11	evosql	100.00	52
12	evosql	33.33	16
12	evosql	66.67	30
12	evosql	100.00	44
13	evosql	50.00	13
13	evosql	100.00	24
14	evosql	20.00	28
14	evosql	40.00	39
14	evosql	60.00	87
14	evosql	80.00	100
14	evosql	100.00	136
15	evosql	50.00	10
15	evosql	100.00	20
17	evosql	50.00	11
17	evosql	100.00	19
18	evosql	12.50	183
18	evosql	25.00	262
18	evosql	37.50	466
18	evosql	50.00	596
18	evosql	62.50	676
18	evosql	75.00	692
18	evosql	87.50	760
18	evosql	100.00	1079
19	evosql	50.00	13
19	evosql	100.00	24
20	evosql	11.11	131
20	evosql	22.22	249
20	evosql	33.33	470
20	evosql	44.44	537
20	evosql	55.56	600
20	evosql	66.67	807
20	evosql	77.78	866
20	evosql	88.89	953
20	evosql	100.00	1009
21	evosql	50.00	34
21	evosql	100.00	53
22	evosql	33.33	50
22	evosql	66.67	65
22	evosql	100.00	79
23	evosql	20.00	15
23	evosql	40.00	29
23	evosql	60.00	44
23	evosql	80.00	58
23	evosql	100.00	83
24	evosql	50.00	36
24	evosql	100.00	48
25	evosql	50.00	25
25	evosql	100.00	53
26	evosql	20.00	18
26	evosql	40.00	37
26	evosql	60.00	55
26	evosql	80.00	73
26	evosql	100.00	89
27	evosql	50.00	26
27	evosql	100.00	49
28	evosql	33.33	15
28	evosql	66.67	25
28	evosql	100.00	36
29	evosql	33.33	24
29	evosql	66.67	78
29	evosql	100.00	96
30	evosql	50.00	35
30	evosql	100.00	65
31	evosql	11.11	16
31	evosql	22.22	36
31	evosql	33.33	321
31	evosql	44.44	332
31	evosql	55.56	344
31	evosql	66.67	357
31	evosql	77.78	376
31	evosql	88.89	389
31	evosql	100.00	420
32	evosql	20.00	11
32	evosql	40.00	22
32	evosql	60.00	48
32	evosql	80.00	59
32	evosql	100.00	71
