Query Number	Algorithm	Coverage %	Query Time Passed
1	evosql	3.7	1860
1	evosql	7.41	4546
1	evosql	11.11	6921
1	evosql	14.81	8785
1	evosql	18.52	11218
1	evosql	22.22	16291
1	evosql	25.93	16351
1	evosql	29.63	18186
1	evosql	33.33	23138
1	evosql	37.04	23188
1	evosql	40.74	25278
1	evosql	44.44	30087
1	evosql	48.15	30261
1	evosql	51.85	37582
1	evosql	55.56	37640
1	evosql	59.26	40310
1	evosql	62.96	136375
1	evosql	66.67	303017
1	evosql	70.37	303066
1	evosql	74.07	511160
1	evosql	77.78	514332
1	evosql	81.48	1068068
1	evosql	85.19	1068128
2	evosql	5.56	88
2	evosql	11.11	406
2	evosql	16.67	935
2	evosql	22.22	1164
2	evosql	27.78	1230
2	evosql	33.33	1437
2	evosql	38.89	1615
2	evosql	44.44	3063
2	evosql	50	3095
2	evosql	55.56	3475
2	evosql	61.11	4232
2	evosql	66.67	4266
2	evosql	72.22	4385
2	evosql	77.78	5212
2	evosql	83.33	5248
2	evosql	88.89	5367
2	evosql	94.44	5408
2	evosql	100	5792
3	evosql	3.57	2992
3	evosql	7.14	6849
3	evosql	10.71	8437
3	evosql	14.29	10202
3	evosql	17.86	13082
3	evosql	21.43	16420
3	evosql	25	20155
3	evosql	28.57	20328
3	evosql	32.14	24496
3	evosql	35.71	29619
3	evosql	39.29	29674
3	evosql	42.86	32234
3	evosql	46.43	41700
3	evosql	50	41751
3	evosql	53.57	58001
3	evosql	57.14	58056
3	evosql	60.71	60164
3	evosql	64.29	61408
3	evosql	67.86	73593
3	evosql	71.43	73649
3	evosql	75	73758
3	evosql	78.57	79505
3	evosql	82.14	79581
3	evosql	85.71	81191
3	evosql	89.29	84379
3	evosql	92.86	101008
3	evosql	96.43	101070
3	evosql	100	101139
4	evosql	20	5
4	evosql	40	10
4	evosql	60	14
4	evosql	80	19
4	evosql	100	24
5	evosql	25	6
5	evosql	50	12
5	evosql	75	17
5	evosql	100	23
6	evosql	16.67	17
6	evosql	33.33	27
6	evosql	50	34
6	evosql	66.67	79
6	evosql	83.33	94
6	evosql	100	264
7	evosql	25	5
7	evosql	50	10
7	evosql	75	14
7	evosql	100	19
8	evosql	16.67	10
8	evosql	33.33	40
8	evosql	50	63
8	evosql	66.67	78
8	evosql	83.33	94
8	evosql	100	154
9	evosql	14.29	6
9	evosql	28.57	12
9	evosql	42.86	35
9	evosql	57.14	54
9	evosql	71.43	76
9	evosql	85.71	82
9	evosql	100	101
10	evosql	16.67	19
10	evosql	33.33	28
10	evosql	50	35
10	evosql	66.67	50
10	evosql	83.33	66
10	evosql	100	132
11	evosql	20	8
11	evosql	40	13
11	evosql	60	18
11	evosql	80	23
11	evosql	100	28
12	evosql	20	12
12	evosql	40	18
12	evosql	60	22
12	evosql	80	27
12	evosql	100	31
13	evosql	20	7
13	evosql	40	13
13	evosql	60	44
13	evosql	80	51
13	evosql	100	57
14	evosql	25	6
14	evosql	50	11
14	evosql	75	16
14	evosql	100	20
15	evosql	6.25	143
15	evosql	12.5	166
15	evosql	18.75	270
15	evosql	25	379
15	evosql	31.25	653
15	evosql	37.5	744
15	evosql	43.75	767
15	evosql	50	832
15	evosql	56.25	1193
15	evosql	62.5	1217
15	evosql	68.75	1781
15	evosql	75	2448
15	evosql	81.25	2475
15	evosql	87.5	2539
15	evosql	93.75	3025
15	evosql	100	3050
16	evosql	2.33	3432
16	evosql	4.65	9930
16	evosql	6.98	12515
16	evosql	9.3	15405
16	evosql	11.63	18648
16	evosql	13.95	21863
16	evosql	16.28	22993
16	evosql	18.6	26814
16	evosql	20.93	31177
16	evosql	23.26	31237
16	evosql	25.58	34793
16	evosql	27.91	36926
16	evosql	30.23	36979
16	evosql	32.56	41088
16	evosql	34.88	46558
16	evosql	37.21	46614
16	evosql	39.53	50020
16	evosql	41.86	50072
16	evosql	44.19	51404
16	evosql	46.51	63134
16	evosql	48.84	74468
16	evosql	51.16	74658
16	evosql	53.49	74713
16	evosql	55.81	75456
16	evosql	58.14	75645
16	evosql	60.47	77337
16	evosql	62.79	80162
16	evosql	65.12	86299
16	evosql	67.44	86362
16	evosql	69.77	86427
16	evosql	72.09	88204
16	evosql	74.42	90042
16	evosql	76.74	91887
16	evosql	79.07	94184
16	evosql	81.4	95999
16	evosql	83.72	97383
16	evosql	86.05	98549
16	evosql	88.37	99165
16	evosql	90.7	100548
16	evosql	93.02	101162
16	evosql	95.35	101687
16	evosql	97.67	101730
16	evosql	100	102131
17	evosql	20	7
17	evosql	40	11
17	evosql	60	15
17	evosql	80	20
17	evosql	100	24
18	evosql	3.13	3040
18	evosql	6.25	4066
18	evosql	9.38	10377
18	evosql	12.5	13829
18	evosql	15.63	15943
18	evosql	18.75	19544
18	evosql	21.88	22494
18	evosql	25	22897
18	evosql	28.13	26653
18	evosql	31.25	31472
18	evosql	34.38	31535
18	evosql	37.5	34871
18	evosql	40.63	47160
18	evosql	43.75	47362
18	evosql	46.88	49841
18	evosql	50	49906
18	evosql	53.13	50913
18	evosql	56.25	53837
18	evosql	59.38	65829
18	evosql	62.5	65893
18	evosql	65.63	65952
18	evosql	68.75	72045
18	evosql	71.88	72127
18	evosql	75	73972
18	evosql	78.13	81546
18	evosql	81.25	84487
18	evosql	84.38	84565
18	evosql	87.5	84632
18	evosql	90.63	88249
18	evosql	93.75	91837
18	evosql	96.88	96725
18	evosql	100	99125
19	evosql	3.33	5998
19	evosql	6.67	9698
19	evosql	10	15916
19	evosql	13.33	20419
19	evosql	16.67	31801
19	evosql	20	37388
19	evosql	23.33	37449
19	evosql	26.67	49647
19	evosql	30	60144
19	evosql	33.33	60209
19	evosql	36.67	65357
19	evosql	40	77398
19	evosql	43.33	77469
19	evosql	46.67	85528
19	evosql	50	85589
19	evosql	53.33	89155
19	evosql	56.67	333943
19	evosql	60	334000
19	evosql	63.33	476837
19	evosql	66.67	481833
19	evosql	70	823241
19	evosql	73.33	823309
19	evosql	76.67	1036647
19	evosql	80	1042808
20	evosql	3.03	3794
20	evosql	6.06	7235
20	evosql	9.09	10444
20	evosql	12.12	15223
20	evosql	15.15	29069
20	evosql	18.18	29143
20	evosql	21.21	34331
20	evosql	24.24	45720
20	evosql	27.27	45798
20	evosql	30.3	49666
20	evosql	33.33	53325
20	evosql	36.36	53497
20	evosql	39.39	57758
20	evosql	42.42	57837
20	evosql	45.45	62847
20	evosql	48.48	65538
20	evosql	51.52	72899
20	evosql	54.55	72976
20	evosql	57.58	73229
20	evosql	60.61	75181
20	evosql	63.64	75343
20	evosql	66.67	78684
20	evosql	69.7	82521
20	evosql	72.73	102663
20	evosql	75.76	102831
20	evosql	78.79	102902
20	evosql	81.82	105391
20	evosql	84.85	105657
20	evosql	87.88	110639
20	evosql	90.91	114967
20	evosql	93.94	126695
20	evosql	96.97	131306
20	evosql	100	135311
21	evosql	6.25	70
21	evosql	12.5	140
21	evosql	18.75	563
21	evosql	25	686
21	evosql	31.25	732
21	evosql	37.5	919
21	evosql	43.75	944
21	evosql	50	1237
21	evosql	56.25	1406
21	evosql	62.5	1432
21	evosql	68.75	1618
21	evosql	75	1776
21	evosql	81.25	1803
21	evosql	87.5	1844
21	evosql	93.75	2700
21	evosql	100	2728
22	evosql	16.67	60
22	evosql	33.33	102
22	evosql	50	240
22	evosql	66.67	259
22	evosql	83.33	278
22	evosql	100	417
23	evosql	33.33	4
23	evosql	66.67	8
23	evosql	100	11
24	evosql	9.09	24
24	evosql	18.18	44
24	evosql	27.27	63
24	evosql	36.36	84
24	evosql	45.45	121
24	evosql	54.55	142
24	evosql	63.64	251
24	evosql	72.73	272
24	evosql	81.82	292
24	evosql	90.91	478
24	evosql	100	503
25	evosql	33.33	4
25	evosql	66.67	7
25	evosql	100	11
26	evosql	2.94	2950
26	evosql	5.88	7768
26	evosql	8.82	10855
26	evosql	11.76	13367
26	evosql	14.71	15916
26	evosql	17.65	18169
26	evosql	20.59	22207
26	evosql	23.53	26299
26	evosql	26.47	41291
26	evosql	29.41	41356
26	evosql	32.35	45019
26	evosql	35.29	48147
26	evosql	38.24	48212
26	evosql	41.18	58786
26	evosql	44.12	77147
26	evosql	47.06	77203
26	evosql	50	86100
26	evosql	52.94	86160
26	evosql	55.88	90107
26	evosql	58.82	95667
26	evosql	61.76	103925
26	evosql	64.71	103997
26	evosql	67.65	104287
26	evosql	70.59	120576
26	evosql	73.53	120820
26	evosql	76.47	121478
26	evosql	79.41	132910
26	evosql	82.35	145746
26	evosql	85.29	145831
26	evosql	88.24	145902
26	evosql	91.18	149902
26	evosql	94.12	153280
26	evosql	97.06	157169
26	evosql	100	164335
27	evosql	3.03	3708
27	evosql	6.06	14393
27	evosql	9.09	17439
27	evosql	12.12	20939
27	evosql	15.15	31174
27	evosql	18.18	31240
27	evosql	21.21	36236
27	evosql	24.24	46005
27	evosql	27.27	46070
27	evosql	30.3	49536
27	evosql	33.33	55714
27	evosql	36.36	55880
27	evosql	39.39	59026
27	evosql	42.42	59093
27	evosql	45.45	62148
27	evosql	48.48	68999
27	evosql	51.52	95921
27	evosql	54.55	95992
27	evosql	57.58	96052
27	evosql	60.61	99401
27	evosql	63.64	99477
27	evosql	66.67	102988
27	evosql	69.7	109512
27	evosql	72.73	134403
27	evosql	75.76	134476
27	evosql	78.79	134545
27	evosql	81.82	138554
27	evosql	84.85	138636
27	evosql	87.88	140270
27	evosql	90.91	145739
27	evosql	93.94	152652
27	evosql	96.97	159636
27	evosql	100	165401
28	evosql	16.67	11
28	evosql	33.33	22
28	evosql	50	42
28	evosql	66.67	57
28	evosql	83.33	73
28	evosql	100	169
29	evosql	3.23	2724
29	evosql	6.45	4804
29	evosql	9.68	9122
29	evosql	12.9	10814
29	evosql	16.13	14280
29	evosql	19.35	25226
29	evosql	22.58	25423
29	evosql	25.81	30260
29	evosql	29.03	34589
