Query Number	Algorithm	Coverage %	Query Time Passed
21	evosql	62.5	814
21	evosql	68.75	977
21	evosql	75	1557
21	evosql	81.25	1585
21	evosql	87.5	1630
21	evosql	93.75	2138
21	evosql	100	2165
22	evosql	16.67	14
22	evosql	33.33	24
22	evosql	50	32
22	evosql	66.67	52
22	evosql	83.33	73
22	evosql	100	747
23	evosql	33.33	4
23	evosql	66.67	8
23	evosql	100	11
24	evosql	9.09	24
24	evosql	18.18	43
24	evosql	27.27	64
24	evosql	36.36	103
24	evosql	45.45	138
24	evosql	54.55	157
24	evosql	63.64	213
24	evosql	72.73	233
24	evosql	81.82	417
24	evosql	90.91	481
24	evosql	100	504
25	evosql	33.33	4
25	evosql	66.67	8
25	evosql	100	12
26	evosql	2.94	12151
26	evosql	5.88	14977
26	evosql	8.82	18671
26	evosql	11.76	25668
26	evosql	14.71	29820
26	evosql	17.65	34400
26	evosql	20.59	39094
26	evosql	23.53	41683
26	evosql	26.47	55361
26	evosql	29.41	55524
26	evosql	32.35	61338
26	evosql	35.29	79723
26	evosql	38.24	79787
26	evosql	41.18	84424
26	evosql	44.12	95325
26	evosql	47.06	95393
26	evosql	50	115786
26	evosql	52.94	115858
26	evosql	55.88	117343
26	evosql	58.82	125238
26	evosql	61.76	142226
26	evosql	64.71	142290
26	evosql	67.65	142347
26	evosql	70.59	149010
26	evosql	73.53	149081
26	evosql	76.47	151249
26	evosql	79.41	161451
26	evosql	82.35	182713
26	evosql	85.29	182785
26	evosql	88.24	182855
26	evosql	91.18	188945
26	evosql	94.12	194328
26	evosql	97.06	201531
26	evosql	100	205655
27	evosql	3.03	4766
27	evosql	6.06	11370
27	evosql	9.09	14125
27	evosql	12.12	16772
27	evosql	15.15	25358
27	evosql	18.18	25430
27	evosql	21.21	32191
27	evosql	24.24	42097
27	evosql	27.27	42165
27	evosql	30.3	52615
27	evosql	33.33	60082
27	evosql	36.36	60260
27	evosql	39.39	63046
27	evosql	42.42	63232
27	evosql	45.45	66123
27	evosql	48.48	70294
27	evosql	51.52	75293
27	evosql	54.55	75374
27	evosql	57.58	75547
27	evosql	60.61	77389
27	evosql	63.64	77605
27	evosql	66.67	80430
27	evosql	69.7	82234
27	evosql	72.73	86676
27	evosql	75.76	86758
27	evosql	78.79	86826
27	evosql	81.82	89768
27	evosql	84.85	89845
27	evosql	87.88	91044
27	evosql	90.91	92807
27	evosql	93.94	97775
27	evosql	96.97	100507
27	evosql	100	103900
28	evosql	16.67	10
28	evosql	33.33	18
28	evosql	50	45
28	evosql	66.67	59
28	evosql	83.33	73
28	evosql	100	137
29	evosql	3.23	2976
29	evosql	6.45	4547
29	evosql	9.68	6767
29	evosql	12.9	11044
29	evosql	16.13	13212
29	evosql	19.35	17028
29	evosql	22.58	17085
29	evosql	25.81	21327
29	evosql	29.03	28901
29	evosql	32.26	28968
29	evosql	35.48	31502
29	evosql	38.71	41807
29	evosql	41.94	41865
29	evosql	45.16	45012
29	evosql	48.39	45072
29	evosql	51.61	47465
29	evosql	54.84	281259
29	evosql	58.06	281311
29	evosql	61.29	416368
29	evosql	64.52	418904
29	evosql	67.74	737171
29	evosql	70.97	737317
29	evosql	74.19	739410
29	evosql	77.42	742846
29	evosql	80.65	744858
29	evosql	83.87	752229
30	evosql	20	8
30	evosql	40	14
30	evosql	60	19
30	evosql	80	23
30	evosql	100	28
31	evosql	11.11	15
31	evosql	22.22	28
31	evosql	33.33	75
31	evosql	44.44	99
31	evosql	55.56	112
31	evosql	66.67	145
31	evosql	77.78	160
31	evosql	88.89	360
31	evosql	100	375
32	evosql	14.29	15
32	evosql	28.57	28
32	evosql	42.86	41
32	evosql	57.14	56
32	evosql	71.43	74
32	evosql	85.71	92
32	evosql	100	105
33	evosql	25	20
33	evosql	50	31
33	evosql	75	38
33	evosql	100	42
34	evosql	2.56	1919
34	evosql	5.13	12799
34	evosql	7.69	61169
34	evosql	10.26	65375
34	evosql	12.82	74556
34	evosql	15.38	78803
34	evosql	17.95	85330
34	evosql	20.51	87765
34	evosql	23.08	92346
34	evosql	25.64	98025
34	evosql	28.21	98080
34	evosql	30.77	103694
34	evosql	33.33	167089
34	evosql	35.9	168851
34	evosql	38.46	179772
34	evosql	41.03	179976
34	evosql	43.59	190348
34	evosql	46.15	198832
34	evosql	48.72	198897
34	evosql	51.28	200259
34	evosql	53.85	213800
34	evosql	56.41	213862
34	evosql	58.97	236125
34	evosql	61.54	338002
34	evosql	64.1	339425
34	evosql	66.67	352300
34	evosql	69.23	352360
34	evosql	71.79	353249
34	evosql	74.36	353307
34	evosql	76.92	517235
34	evosql	79.49	696122
34	evosql	82.05	696185
34	evosql	84.62	701480
34	evosql	87.18	701545
34	evosql	89.74	704360
34	evosql	92.31	971505
35	evosql	14.29	11
35	evosql	28.57	17
35	evosql	42.86	60
35	evosql	57.14	66
35	evosql	71.43	71
35	evosql	85.71	77
35	evosql	100	87
36	evosql	3.13	2709
36	evosql	6.25	4484
36	evosql	9.38	7623
36	evosql	12.5	12181
36	evosql	15.63	18035
36	evosql	18.75	20895
36	evosql	21.88	23528
36	evosql	25	23595
36	evosql	28.13	26617
36	evosql	31.25	31501
36	evosql	34.38	31577
36	evosql	37.5	34693
36	evosql	40.63	44712
36	evosql	43.75	44771
36	evosql	46.88	46430
36	evosql	50	46618
36	evosql	53.13	48163
36	evosql	56.25	173523
36	evosql	59.38	173591
36	evosql	62.5	173655
36	evosql	65.63	174906
36	evosql	68.75	174984
36	evosql	71.88	188767
36	evosql	75	573064
36	evosql	78.13	573132
36	evosql	81.25	575446
36	evosql	84.38	577495
36	evosql	87.5	580703
36	evosql	90.63	582662
36	evosql	93.75	586771
37	evosql	20	6
37	evosql	40	11
37	evosql	60	15
37	evosql	80	20
37	evosql	100	24
38	evosql	20	6
38	evosql	40	11
38	evosql	60	15
38	evosql	80	19
38	evosql	100	24
39	evosql	16.67	15
39	evosql	33.33	33
39	evosql	50	40
39	evosql	66.67	55
39	evosql	83.33	70
39	evosql	100	135
40	evosql	2.38	1727
40	evosql	4.76	4733
40	evosql	7.14	8027
40	evosql	9.52	10537
40	evosql	11.9	13891
40	evosql	14.29	15439
40	evosql	16.67	18359
40	evosql	19.05	19535
40	evosql	21.43	22438
40	evosql	23.81	22501
40	evosql	26.19	24438
40	evosql	28.57	27024
40	evosql	30.95	27079
40	evosql	33.33	28052
40	evosql	35.71	33235
40	evosql	38.1	33295
40	evosql	40.48	36324
40	evosql	42.86	36481
40	evosql	45.24	37684
40	evosql	47.62	39001
40	evosql	50	41517
40	evosql	52.38	41678
40	evosql	54.76	41741
40	evosql	57.14	43609
40	evosql	59.52	43678
40	evosql	61.9	44770
40	evosql	64.29	48500
40	evosql	66.67	51061
40	evosql	69.05	51134
40	evosql	71.43	51294
40	evosql	73.81	52083
40	evosql	76.19	53482
40	evosql	78.57	55642
40	evosql	80.95	58007
40	evosql	83.33	61457
40	evosql	85.71	62368
40	evosql	88.1	63457
40	evosql	90.48	65921
40	evosql	92.86	66361
40	evosql	95.24	66879
40	evosql	97.62	67835
40	evosql	100	67952
