Query Number	Algorithm	Path Number	Success Y/N	Runtime	Generations	Number Individual	Message	Exceptions
1	evosql	1	1	1398	28	1336		
1	evosql	2	1	1271	22	1066		
1	evosql	3	1	3321	67	3128		
1	evosql	4	1	2607	64	2976		
1	evosql	5	1	3800	51	2387		
1	evosql	6	1	2440	57	2624		
1	evosql	7	1	58	0	50		
1	evosql	8	1	2446	31	1439		
1	evosql	9	1	3826	73	3385		
1	evosql	10	1	59	0	50		
1	evosql	11	1	2887	48	2237		
1	evosql	12	1	3019	53	2468		
1	evosql	13	1	54	0	50		
1	evosql	14	1	2473	43	2016		
1	evosql	15	1	52	0	50		
1	evosql	16	1	3842	79	3667		
1	evosql	17	0	438253	9964	455682	"Has no output, distance is 11.691176470588236"	
1	evosql	18	1	11412	178	8192		
1	evosql	19	1	60	0	50		
1	evosql	20	1	50	0	50		
1	evosql	21	0	438405	3690	168746	"Has no output, distance is 11.705471298567275"	
1	evosql	22	1	67	0	50		
1	evosql	23	1	1673	39	1825		
1	evosql	24	0	438267	7754	355441	"Has no output, distance is 12.279721362229102"	
1	evosql	25	0	438293	5546	254045	"Has no output, distance is 12.29715245194099"	
1	evosql	26	1	57	0	50		
1	evosql	27	1	63	0	50		
2	evosql	1	1	150	5	272		
2	evosql	2	1	129	4	236		
2	evosql	3	1	479	9	464		
2	evosql	4	1	289	4	234		
2	evosql	5	1	194	7	362		
2	evosql	6	1	32	0	50		
2	evosql	7	1	818	14	697		
2	evosql	8	1	195	7	372		
2	evosql	9	1	32	0	50		
2	evosql	10	1	272	4	238		
2	evosql	11	1	739	17	830		
2	evosql	12	1	188	0	50		
2	evosql	13	1	237	7	375		
2	evosql	14	1	577	16	797		
2	evosql	15	1	190	0	50		
2	evosql	16	1	122	4	232		
2	evosql	17	1	37	0	50		
2	evosql	18	1	379	8	416		
3	evosql	1	1	3459	67	3098		
3	evosql	2	1	608	16	792		
3	evosql	3	1	866	20	962		
3	evosql	4	1	2084	43	2026		
3	evosql	5	1	1245	31	1489		
3	evosql	6	1	1678	33	1539		
3	evosql	7	1	5686	92	4268		
3	evosql	8	1	58	0	50		
3	evosql	9	1	2521	42	1966		
3	evosql	10	1	3366	60	2767		
3	evosql	11	1	207	0	50		
3	evosql	12	1	2635	48	2233		
3	evosql	13	1	4460	89	4117		
3	evosql	14	1	52	0	50		
3	evosql	15	1	2066	25	1199		
3	evosql	16	1	48	0	50		
3	evosql	17	1	3551	74	3436		
3	evosql	18	1	8285	138	6340		
3	evosql	19	1	5490	109	5010		
3	evosql	20	1	148	0	50		
3	evosql	21	1	49	0	50		
3	evosql	22	1	6986	118	5487		
3	evosql	23	1	67	0	50		
3	evosql	24	1	1349	19	910		
3	evosql	25	1	3361	56	2575		
3	evosql	26	1	19160	309	14196		
3	evosql	27	1	72	0	50		
3	evosql	28	1	244	0	50		
4	evosql	1	1	6	0	50		
4	evosql	2	1	5	0	50		
4	evosql	3	1	4	0	50		
4	evosql	4	1	4	0	50		
4	evosql	5	1	5	0	50		
5	evosql	1	1	8	0	50		
5	evosql	2	1	6	0	50		
5	evosql	3	1	5	0	50		
5	evosql	4	1	5	0	50		
6	evosql	1	1	11	0	50		
6	evosql	2	1	9	0	50		
6	evosql	3	1	13	1	92		
6	evosql	4	1	16	0	50		
6	evosql	5	1	17	0	50		
6	evosql	6	1	211	13	661		
7	evosql	1	1	5	0	50		
7	evosql	2	1	5	0	50		
7	evosql	3	1	4	0	50		
7	evosql	4	1	5	0	50		
8	evosql	1	1	10	0	50		
8	evosql	2	1	16	1	97		
8	evosql	3	1	22	2	144		
8	evosql	4	1	17	0	50		
8	evosql	5	1	15	0	50		
8	evosql	6	1	93	7	365		
9	evosql	1	1	24	2	143		
9	evosql	2	1	5	0	50		
9	evosql	3	1	10	1	95		
9	evosql	4	1	7	0	50		
9	evosql	5	1	5	0	50		
9	evosql	6	1	6	0	50		
9	evosql	7	1	6	0	50		
10	evosql	1	1	16	1	99		
10	evosql	2	1	8	0	50		
10	evosql	3	1	7	0	50		
10	evosql	4	1	16	0	50		
10	evosql	5	1	16	0	50		
10	evosql	6	1	145	14	703		
11	evosql	1	1	6	0	50		
11	evosql	2	1	5	0	50		
11	evosql	3	1	7	1	100		
11	evosql	4	1	5	0	50		
11	evosql	5	1	5	0	50		
12	evosql	1	1	40	0	50		
12	evosql	2	1	5	0	50		
12	evosql	3	1	8	1	96		
12	evosql	4	1	4	0	50		
12	evosql	5	1	8	1	98		
13	evosql	1	1	6	0	50		
13	evosql	2	1	6	0	50		
13	evosql	3	1	4	0	50		
13	evosql	4	1	5	0	50		
13	evosql	5	1	6	0	50		
14	evosql	1	1	5	0	50		
14	evosql	2	1	6	0	50		
14	evosql	3	1	5	0	50		
14	evosql	4	1	4	0	50		
15	evosql	1	1	68	2	138		
15	evosql	2	1	99	4	236		
15	evosql	3	1	65	2	143		
15	evosql	4	1	243	2	146		
15	evosql	5	1	66	2	140		
15	evosql	6	1	134	5	272		
15	evosql	7	1	23	0	50		
15	evosql	8	1	46	1	94		
15	evosql	9	1	270	4	237		
15	evosql	10	1	27	0	50		
15	evosql	11	1	45	1	98		
15	evosql	12	1	514	12	601		
15	evosql	13	1	23	0	50		
15	evosql	14	1	42	1	98		
15	evosql	15	1	403	9	464		
15	evosql	16	1	25	0	50		
16	evosql	1	1	4162	53	2468		
16	evosql	2	1	2616	42	1952		
16	evosql	3	1	1011	17	831		
16	evosql	4	1	2070	35	1667		
16	evosql	5	1	3553	49	2279		
16	evosql	6	1	2345	40	1876		
16	evosql	7	1	2191	32	1506		
16	evosql	8	1	4401	46	2132		
16	evosql	9	1	3278	37	1753		
16	evosql	10	1	58	0	50		
16	evosql	11	1	1563	22	1059		
16	evosql	12	1	2522	38	1799		
16	evosql	13	1	55	0	50		
16	evosql	14	1	3641	49	2255		
16	evosql	15	1	5399	83	3833		
16	evosql	16	1	289	0	50		
16	evosql	17	1	2403	25	1205		
16	evosql	18	1	53	0	50		
16	evosql	19	1	3084	55	2560		
16	evosql	20	1	6666	79	3603		
16	evosql	21	1	6853	86	3953		
16	evosql	22	1	68	0	50		
16	evosql	23	1	50	0	50		
16	evosql	24	1	1536	24	1151		
16	evosql	25	1	62	0	50		
16	evosql	26	1	1431	30	1407		
16	evosql	27	1	4528	51	2389		
16	evosql	28	1	3878	57	2632		
16	evosql	29	1	62	0	50		
16	evosql	30	1	58	0	50		
16	evosql	31	1	365	5	273		
16	evosql	32	1	1070	16	777		
16	evosql	33	1	644	10	520		
16	evosql	34	1	343	5	283		
16	evosql	35	1	1055	13	641		
16	evosql	36	1	197	4	239		
16	evosql	37	1	1214	18	860		
16	evosql	38	1	1636	23	1103		
16	evosql	39	1	675	12	606		
16	evosql	40	1	1095	22	1043		
16	evosql	41	1	551	12	611		
16	evosql	42	1	51	0	50		
16	evosql	43	1	245	4	228		
17	evosql	1	1	6	0	50		
17	evosql	2	1	4	0	50		
17	evosql	3	1	4	0	50		
17	evosql	4	1	4	0	50		
17	evosql	5	1	4	0	50		
18	evosql	1	1	1542	29	1367		
18	evosql	2	1	2823	49	2315		
18	evosql	3	1	3647	72	3340		
18	evosql	4	1	4916	89	4120		
18	evosql	5	1	3168	51	2396		
18	evosql	6	1	1752	36	1670		
18	evosql	7	1	3254	55	2541		
18	evosql	8	1	55	0	50		
18	evosql	9	1	1959	32	1499		
18	evosql	10	1	6558	101	4671		
18	evosql	11	1	60	0	50		
18	evosql	12	1	6976	113	5185		
18	evosql	13	1	6063	108	4961		
18	evosql	14	1	58	0	50		
18	evosql	15	1	3413	47	2189		
18	evosql	16	1	69	0	50		
18	evosql	17	1	2696	45	2090		
18	evosql	18	1	5610	104	4792		
18	evosql	19	1	14155	231	10620		
18	evosql	20	1	65	0	50		
18	evosql	21	1	54	0	50		
18	evosql	22	1	2624	34	1595		
18	evosql	23	1	169	0	50		
18	evosql	24	1	3704	51	2384		
18	evosql	25	1	4648	63	2936		
18	evosql	26	1	5720	88	4065		
18	evosql	27	1	74	0	50		
18	evosql	28	1	69	0	50		
18	evosql	29	1	3642	62	2871		
18	evosql	30	1	7125	118	5467		
18	evosql	31	1	4376	89	4075		
18	evosql	32	1	3169	62	2867		
19	evosql	1	1	5991	95	4413		
19	evosql	2	1	6777	114	5294		
19	evosql	3	1	4580	80	3710		
19	evosql	4	1	7501	127	5840		
19	evosql	5	1	3605	62	2888		
19	evosql	6	1	6799	104	4812		
19	evosql	7	1	61	0	50		
19	evosql	8	1	9204	138	6282		
19	evosql	9	1	6609	107	4945		
19	evosql	10	1	67	0	50		
19	evosql	11	1	10089	119	5479		
19	evosql	12	1	11658	181	8249		
19	evosql	13	1	253	0	50		
19	evosql	14	1	7778	111	5113		
19	evosql	15	1	64	0	50		
19	evosql	16	1	7639	137	6260		
19	evosql	17	0	283782	5070	231232	"Has no output, distance is 15.941176470588236"	
19	evosql	18	0	283900	4658	212761	"Has no output, distance is 15.882352941176471"	
19	evosql	19	1	71	0	50		
19	evosql	20	1	57	0	50		
19	evosql	21	0	283822	3167	144503	"Has no output, distance is 15.091198473756691"	
19	evosql	22	1	84	0	50		
19	evosql	23	1	6682	93	4301		
19	evosql	24	0	283772	4195	191560	"Has no output, distance is 16.308333333333334"	
19	evosql	25	0	283787	3812	174138	"Has no output, distance is 17.660785443225183"	
19	evosql	26	1	67	0	50		
19	evosql	27	1	72	0	50		
19	evosql	28	0	283789	4248	193689	"Has no output, distance is 16.5941154039984"	
19	evosql	29	1	73	0	50		
