Query Number	Algorithm	Path Number	Success Y/N	Runtime	Generations	Number Individual	Message	Exceptions
1	evosql	1	1	4553	56	2608		
1	evosql	2	1	1988	30	1421		
1	evosql	3	1	2491	42	1995		
1	evosql	4	1	1767	33	1565		
1	evosql	5	1	5519	79	3661		
1	evosql	6	1	5944	107	4969		
1	evosql	7	1	207	0	50		
1	evosql	8	1	5011	76	3535		
1	evosql	9	1	4320	78	3615		
1	evosql	10	1	61	0	50		
1	evosql	11	1	2726	46	2142		
1	evosql	12	1	5852	105	4834		
1	evosql	13	1	67	0	50		
1	evosql	14	1	4954	74	3430		
1	evosql	15	1	59	0	50		
1	evosql	16	1	2286	54	2527		
1	evosql	17	1	221470	3715	169973		
1	evosql	18	1	129815	1735	79445		
1	evosql	19	1	169	0	50		
1	evosql	20	1	53	0	50		
1	evosql	21	0	466337	6839	313140	"Has no output, distance is 11.667009760105737"	
1	evosql	22	1	77	0	50		
1	evosql	23	1	1460	25	1194		
1	evosql	24	0	466329	7067	323591	"Has no output, distance is 12.29715245194099"	
1	evosql	25	0	466323	7972	364443	"Has no output, distance is 12.29715245194099"	
1	evosql	26	1	67	0	50		
1	evosql	27	1	58	0	50		
2	evosql	1	1	269	5	279		
2	evosql	2	1	190	6	328		
2	evosql	3	1	573	9	467		
2	evosql	4	1	66	2	137		
2	evosql	5	1	436	9	473		
2	evosql	6	1	35	0	50		
2	evosql	7	1	372	4	231		
2	evosql	8	1	331	7	378		
2	evosql	9	1	48	0	50		
2	evosql	10	1	31	0	50		
2	evosql	11	1	256	8	424		
2	evosql	12	1	198	0	50		
2	evosql	13	1	309	8	430		
2	evosql	14	1	1097	17	839		
2	evosql	15	1	41	0	50		
2	evosql	16	1	96	2	134		
2	evosql	17	1	40	0	50		
2	evosql	18	1	760	13	628		
3	evosql	1	1	2590	43	1995		
3	evosql	2	1	2877	49	2303		
3	evosql	3	1	2700	48	2262		
3	evosql	4	1	3597	68	3180		
3	evosql	5	1	3454	72	3312		
3	evosql	6	1	2104	40	1904		
3	evosql	7	1	6036	88	4061		
3	evosql	8	1	125	0	50		
3	evosql	9	1	3811	71	3295		
3	evosql	10	1	3389	62	2886		
3	evosql	11	1	61	0	50		
3	evosql	12	1	3829	57	2661		
3	evosql	13	1	4464	82	3795		
3	evosql	14	1	64	0	50		
3	evosql	15	1	1643	24	1162		
3	evosql	16	1	55	0	50		
3	evosql	17	1	1726	35	1653		
3	evosql	18	1	2855	37	1738		
3	evosql	19	1	5306	78	3606		
3	evosql	20	1	222	0	50		
3	evosql	21	1	55	0	50		
3	evosql	22	1	4579	70	3237		
3	evosql	23	1	72	0	50		
3	evosql	24	1	1878	24	1159		
3	evosql	25	1	6128	73	3377		
3	evosql	26	1	6921	63	2962		
3	evosql	27	1	188	0	50		
3	evosql	28	1	58	0	50		
4	evosql	1	1	5	0	50		
4	evosql	2	1	5	0	50		
4	evosql	3	1	4	0	50		
4	evosql	4	1	4	0	50		
4	evosql	5	1	4	0	50		
5	evosql	1	1	9	0	50		
5	evosql	2	1	8	0	50		
5	evosql	3	1	9	0	50		
5	evosql	4	1	10	0	50		
6	evosql	1	1	15	0	50		
6	evosql	2	1	15	0	50		
6	evosql	3	1	10	0	50		
6	evosql	4	1	22	0	50		
6	evosql	5	1	20	0	50		
6	evosql	6	1	384	29	1394		
7	evosql	1	1	6	0	50		
7	evosql	2	1	5	0	50		
7	evosql	3	1	6	0	50		
7	evosql	4	1	7	0	50		
8	evosql	1	1	22	1	97		
8	evosql	2	1	24	1	96		
8	evosql	3	1	12	0	50		
8	evosql	4	1	19	0	50		
8	evosql	5	1	16	0	50		
8	evosql	6	1	579	45	2143		
9	evosql	1	1	23	2	149		
9	evosql	2	1	7	0	50		
9	evosql	3	1	18	2	148		
9	evosql	4	1	8	0	50		
9	evosql	5	1	13	1	99		
9	evosql	6	1	14	1	98		
9	evosql	7	1	6	0	50		
10	evosql	1	1	10	0	50		
10	evosql	2	1	17	1	94		
10	evosql	3	1	26	2	144		
10	evosql	4	1	17	0	50		
10	evosql	5	1	17	0	50		
10	evosql	6	1	136	3	186		
11	evosql	1	1	7	0	50		
11	evosql	2	1	5	0	50		
11	evosql	3	1	6	0	50		
11	evosql	4	1	9	0	50		
11	evosql	5	1	8	0	50		
12	evosql	1	1	5	0	50		
12	evosql	2	1	5	0	50		
12	evosql	3	1	4	0	50		
12	evosql	4	1	5	0	50		
12	evosql	5	1	4	0	50		
13	evosql	1	1	72	0	50		
13	evosql	2	1	21	0	50		
13	evosql	3	1	9	0	50		
13	evosql	4	1	17	0	50		
13	evosql	5	1	15	0	50		
14	evosql	1	1	23	0	50		
14	evosql	2	1	10	0	50		
14	evosql	3	1	7	0	50		
14	evosql	4	1	7	0	50		
15	evosql	1	1	195	5	285		
15	evosql	2	1	94	2	141		
15	evosql	3	1	370	4	237		
15	evosql	4	1	88	3	185		
15	evosql	5	1	79	2	144		
15	evosql	6	1	430	10	504		
15	evosql	7	1	27	0	50		
15	evosql	8	1	29	0	50		
15	evosql	9	1	315	5	278		
15	evosql	10	1	26	0	50		
15	evosql	11	1	25	0	50		
15	evosql	12	1	625	16	783		
15	evosql	13	1	30	0	50		
15	evosql	14	1	54	1	96		
15	evosql	15	1	730	15	739		
15	evosql	16	1	26	0	50		
16	evosql	1	1	2110	23	1099		
16	evosql	2	1	1679	21	1004		
16	evosql	3	1	3523	53	2476		
16	evosql	4	1	3358	41	1897		
16	evosql	5	1	2169	30	1399		
16	evosql	6	1	6987	97	4490		
16	evosql	7	1	5930	78	3641		
16	evosql	8	1	3705	42	1984		
16	evosql	9	1	3171	43	1998		
16	evosql	10	1	54	0	50		
16	evosql	11	1	2006	29	1389		
16	evosql	12	1	2793	38	1791		
16	evosql	13	1	61	0	50		
16	evosql	14	1	3054	45	2111		
16	evosql	15	1	3549	48	2254		
16	evosql	16	1	64	0	50		
16	evosql	17	1	2930	47	2199		
16	evosql	18	1	47	0	50		
16	evosql	19	1	1075	26	1248		
16	evosql	20	1	8206	39	1833		
16	evosql	21	1	7564	75	3515		
16	evosql	22	1	108	0	50		
16	evosql	23	1	57	0	50		
16	evosql	24	1	1238	20	947		
16	evosql	25	1	67	0	50		
16	evosql	26	1	1262	22	1053		
16	evosql	27	1	3114	31	1474		
16	evosql	28	1	8772	126	5769		
16	evosql	29	1	70	0	50		
16	evosql	30	1	62	0	50		
16	evosql	31	1	247	3	185		
16	evosql	32	1	374	5	276		
16	evosql	33	1	1005	20	972		
16	evosql	34	1	298	4	228		
16	evosql	35	1	1880	27	1296		
16	evosql	36	1	1246	16	779		
16	evosql	37	1	2028	31	1445		
16	evosql	38	1	479	7	377		
16	evosql	39	1	1528	25	1198		
16	evosql	40	1	529	9	452		
16	evosql	41	1	483	14	671		
16	evosql	42	1	468	5	279		
16	evosql	43	1	616	9	466		
17	evosql	1	1	9	0	50		
17	evosql	2	1	5	0	50		
17	evosql	3	1	4	0	50		
17	evosql	4	1	5	0	50		
17	evosql	5	1	5	0	50		
18	evosql	1	1	3751	72	3337		
18	evosql	2	1	1331	19	906		
18	evosql	3	1	3280	57	2680		
18	evosql	4	1	2614	48	2235		
18	evosql	5	1	2533	47	2189		
18	evosql	6	1	2363	38	1796		
18	evosql	7	1	3683	62	2869		
18	evosql	8	1	62	0	50		
18	evosql	9	1	1222	18	879		
18	evosql	10	1	2716	51	2372		
18	evosql	11	1	63	0	50		
18	evosql	12	1	4823	68	3179		
18	evosql	13	1	5151	76	3495		
18	evosql	14	1	109	0	50		
18	evosql	15	1	4237	51	2394		
18	evosql	16	1	61	0	50		
18	evosql	17	1	1195	21	1017		
18	evosql	18	1	2110	36	1695		
18	evosql	19	1	4953	74	3435		
18	evosql	20	1	69	0	50		
18	evosql	21	1	65	0	50		
18	evosql	22	1	4414	76	3518		
18	evosql	23	1	182	0	50		
18	evosql	24	1	2338	41	1918		
18	evosql	25	1	3447	51	2387		
18	evosql	26	1	5080	81	3763		
18	evosql	27	1	83	0	50		
18	evosql	28	1	73	0	50		
18	evosql	29	1	2735	42	1961		
18	evosql	30	1	9167	171	7846		
18	evosql	31	1	5215	86	3948		
18	evosql	32	1	4908	88	4069		
19	evosql	1	1	7326	120	5545		
19	evosql	2	1	5817	83	3797		
19	evosql	3	1	6582	104	4839		
19	evosql	4	1	4324	79	3652		
19	evosql	5	1	12547	138	6367		
19	evosql	6	1	9049	138	6358		
19	evosql	7	1	122	0	50		
19	evosql	8	1	7620	92	4252		
19	evosql	9	1	11263	146	6744		
19	evosql	10	1	184	0	50		
19	evosql	11	1	9165	113	5214		
19	evosql	12	1	17574	224	10273		
19	evosql	13	1	66	0	50		
19	evosql	14	1	4004	56	2619		
19	evosql	15	1	61	0	50		
19	evosql	16	1	1567	35	1647		
19	evosql	17	0	298981	5026	229271	"Has no output, distance is 14.857864799055585"	
19	evosql	18	1	263529	3818	174038		
19	evosql	19	1	65	0	50		
19	evosql	20	1	163	0	50		
19	evosql	21	1	237109	3409	155589		
19	evosql	22	1	78	0	50		
19	evosql	23	1	3971	77	3562		
19	evosql	24	0	299034	4999	227939	"Has no output, distance is 15.840166369578135"	
19	evosql	25	0	299116	3908	178630	"Has no output, distance is 15.823529411764707"	
19	evosql	26	1	74	0	50		
19	evosql	27	1	171	0	50		
19	evosql	28	0	299085	4150	189010	"Has no output, distance is 16.308333333333334"	
19	evosql	29	1	81	0	50		
19	evosql	30	1	1422	18	874		
20	evosql	1	1	4051	57	2651		
20	evosql	2	1	4319	70	3246		
20	evosql	3	1	2635	48	2223		
20	evosql	4	1	4595	58	2696		
20	evosql	5	1	7181	92	4218		
20	evosql	6	1	78	0	50		
20	evosql	7	1	6924	77	3545		
20	evosql	8	1	7377	111	5104		
20	evosql	9	1	77	0	50		
20	evosql	10	1	2456	39	1833		
20	evosql	11	1	3500	54	2523		
20	evosql	12	1	71	0	50		
20	evosql	13	1	2496	30	1435		
20	evosql	14	1	78	0	50		
20	evosql	15	1	1959	36	1701		
20	evosql	16	1	3884	60	2750		
20	evosql	17	1	19911	177	8105		
20	evosql	18	1	69	0	50		
20	evosql	19	1	61	0	50		
20	evosql	20	1	4436	78	3583		
20	evosql	21	1	83	0	50		
20	evosql	22	1	2891	41	1904		
20	evosql	23	1	7707	65	3045		
20	evosql	24	1	8991	87	4037		
20	evosql	25	1	98	0	50		
20	evosql	26	1	94	0	50		
20	evosql	27	1	4919	62	2885		
20	evosql	28	1	109	0	50		
20	evosql	29	1	938	12	598		
20	evosql	30	1	1403	25	1207		
20	evosql	31	1	2017	32	1512		
20	evosql	32	1	5448	74	3442		
20	evosql	33	1	2781	44	2053		
21	evosql	1	1	81	2	144		
21	evosql	2	1	49	1	98		
21	evosql	3	1	81	3	185		
21	evosql	4	1	126	4	227		
21	evosql	5	1	300	3	188		
21	evosql	6	1	107	4	236		
21	evosql	7	1	25	0	50		
21	evosql	8	1	298	5	286		
21	evosql	9	1	698	21	1006		
21	evosql	10	1	30	0	50		
21	evosql	11	1	29	0	50		
21	evosql	12	1	1261	28	1352		
21	evosql	13	1	26	0	50		
21	evosql	14	1	154	5	281		
21	evosql	15	1	925	26	1249		
21	evosql	16	1	28	0	50		
22	evosql	1	1	70	6	332		
22	evosql	2	1	97	2	142		
22	evosql	3	1	67	6	332		
22	evosql	4	1	22	0	50		
22	evosql	5	1	19	0	50		
22	evosql	6	1	747	25	1206		
23	evosql	1	1	9	0	50		
23	evosql	2	1	6	0	50		
23	evosql	3	1	4	0	50		
24	evosql	1	1	23	0	50		
24	evosql	2	1	20	0	50		
24	evosql	3	1	37	1	98		
24	evosql	4	1	38	1	97		
24	evosql	5	1	18	0	50		
24	evosql	6	1	26	0	50		
24	evosql	7	1	24	0	50		
24	evosql	8	1	26	0	50		
24	evosql	9	1	20	0	50		
24	evosql	10	1	402	11	564		
24	evosql	11	1	21	0	50		
25	evosql	1	1	4	0	50		
25	evosql	2	1	4	0	50		
25	evosql	3	1	3	0	50		
26	evosql	1	1	4214	73	3399		
26	evosql	2	1	5771	81	3742		
26	evosql	3	1	5835	86	3976		
26	evosql	4	1	6824	82	3814		
26	evosql	5	1	4701	83	3841		
26	evosql	6	1	8379	156	7156		
26	evosql	7	1	2946	48	2249		
26	evosql	8	1	7977	74	3423		
26	evosql	9	1	7001	115	5286		
26	evosql	10	1	189	0	50		
26	evosql	11	1	17175	290	13221		
26	evosql	12	1	9801	147	6751		
26	evosql	13	1	77	0	50		
26	evosql	14	1	10671	158	7267		
26	evosql	15	1	3099	47	2183		
26	evosql	16	1	66	0	50		
26	evosql	17	1	2422	40	1865		
26	evosql	18	1	70	0	50		
26	evosql	19	1	6080	108	4980		
26	evosql	20	1	6882	99	4579		
26	evosql	21	1	6072	89	4110		
26	evosql	22	1	300	0	50		
26	evosql	23	1	58	0	50		
26	evosql	24	1	9640	124	5676		
26	evosql	25	1	69	0	50		
26	evosql	26	1	2148	32	1501		
26	evosql	27	1	6514	83	3838		
26	evosql	28	1	27885	299	13719		
26	evosql	29	1	72	0	50		
26	evosql	30	1	179	0	50		
26	evosql	31	1	5479	83	3865		
26	evosql	32	1	9671	174	7942		
26	evosql	33	1	4224	63	2891		
26	evosql	34	1	9162	134	6195		
27	evosql	1	1	5583	112	5145		
27	evosql	2	1	12179	163	7539		
27	evosql	3	1	4741	79	3637		
27	evosql	4	1	5188	68	3149		
27	evosql	5	1	13256	168	7721		
27	evosql	6	1	100	0	50		
27	evosql	7	1	5475	61	2821		
27	evosql	8	1	6012	76	3491		
27	evosql	9	1	118	0	50		
