Query Number	Algorithm	Runtime	Coverage	TotalPath	Distance	Generations	Number Individual	Exceptions
25	MoeSQLmosa	30	2	2	[0.0, 0.0]	0	100	
25	MOTGA	1	2	2	[0.0, 0.0]	0	5	
26	MoeSQLmosa	99	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	1	146	
26	MOTGA	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
27	MoeSQLmosa	33	2	2	[0.0, 0.0]	0	100	
27	MOTGA	4	2	2	[0.0, 0.0]	0	11	
28	MoeSQLmosa	16	3	3	[0.0, 0.0, 0.0]	0	100	
28	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
29	MoeSQLmosa	39	3	3	[0.0, 0.0, 0.0]	0	100	
29	MOTGA	7	3	3	[0.0, 0.0, 0.0]	0	15	
30	MoeSQLmosa	63	2	2	[0.0, 0.0]	0	100	
30	MOTGA	1	2	2	[0.0, 0.0]	0	5	
31	MoeSQLmosa	105	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	193	
31	MOTGA	81	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	237	
32	MoeSQLmosa	29	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	1	148	
32	MOTGA	10	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
33	MoeSQLmosa	897265	42	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2366	118400	
33	MOTGA	905222	42	42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	15	2981	
34	MoeSQLmosa	29	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	2	194	
34	MOTGA	43	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
35	MoeSQLmosa	71	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	290	
35	MOTGA	25	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
36	MoeSQLmosa	43	3	3	[0.0, 0.0, 0.0]	0	100	
36	MOTGA	6	3	3	[0.0, 0.0, 0.0]	0	15	
37	MoeSQLmosa	1452	17	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	12	651	
37	MOTGA	20185	17	17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	6717	
38	MoeSQLmosa	36	2	2	[0.0, 0.0]	0	100	
38	MOTGA	1	2	2	[0.0, 0.0]	0	5	
39	MoeSQLmosa	17	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
39	MOTGA	74	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	201	
40	MoeSQLmosa	227	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	288	
40	MOTGA	44	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
41	MoeSQLmosa	82	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	196	
41	MOTGA	39	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
42	MoeSQLmosa	76	2	2	[0.0, 0.0]	0	100	
42	MOTGA	3	2	2	[0.0, 0.0]	0	11	
43	MoeSQLmosa	34	2	2	[0.0, 0.0]	0	100	
43	MOTGA	2	2	2	[0.0, 0.0]	0	11	
44	MoeSQLmosa	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
44	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	66	
45	MoeSQLmosa	30	2	2	[0.0, 0.0]	0	100	
45	MOTGA	3	2	2	[0.0, 0.0]	0	11	
46	MoeSQLmosa	35	2	2	[0.0, 0.0]	0	100	
46	MOTGA	2	2	2	[0.0, 0.0]	0	11	
47	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
47	MOTGA	2	2	2	[0.0, 0.0]	0	11	
48	MoeSQLmosa	25	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
48	MOTGA	74	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	76	
49	MoeSQLmosa	175	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	241	
49	MOTGA	402	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	346	
50	MoeSQLmosa	100	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	337	
50	MOTGA	30	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
51	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
51	MOTGA	1	2	2	[0.0, 0.0]	0	5	
52	MoeSQLmosa	93	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	197	
52	MOTGA	4382	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	1779	
53	MoeSQLmosa	11	3	3	[0.0, 0.0, 0.0]	0	100	
53	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	11	
54	MoeSQLmosa	436	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	339	
54	MOTGA	61	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
55	MoeSQLmosa	33	2	2	[0.0, 0.0]	0	100	
55	MOTGA	3	2	2	[0.0, 0.0]	0	11	
56	MoeSQLmosa	16	2	2	[0.0, 0.0]	0	100	
56	MOTGA	1	2	2	[0.0, 0.0]	0	11	
57	MoeSQLmosa	0	0	0	[]	0	0	
58	MoeSQLmosa	12	2	2	[0.0, 0.0]	0	100	
58	MOTGA	1	2	2	[0.0, 0.0]	0	11	
59	MoeSQLmosa	43	3	3	[0.0, 0.0, 0.0]	0	100	
59	MOTGA	5	3	3	[0.0, 0.0, 0.0]	0	24	
60	MoeSQLmosa	14	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
60	MOTGA	10	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
61	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
61	MOTGA	2	2	2	[0.0, 0.0]	0	11	
62	MoeSQLmosa	51393	44	44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	71	3373	
62	MOTGA	1750218	44	44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	34106	
63	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
63	MOTGA	1	2	2	[0.0, 0.0]	0	11	
64	MoeSQLmosa	25	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
64	MOTGA	27	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	103	
65	MoeSQLmosa	0	0	0	[]	0	0	
66	MoeSQLmosa	412	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	18	914	
66	MOTGA	136	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	490	
67	MoeSQLmosa	21	3	3	[0.0, 0.0, 0.0]	0	100	
67	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
68	MoeSQLmosa	36	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
68	MOTGA	371	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
69	MoeSQLmosa	241	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	294	
69	MOTGA	57	10	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	87	
70	MoeSQLmosa	10	2	2	[0.0, 0.0]	0	100	
70	MOTGA	2	2	2	[0.0, 0.0]	0	11	
71	MoeSQLmosa	26	2	2	[0.0, 0.0]	0	100	
71	MOTGA	2	2	2	[0.0, 0.0]	0	11	
72	MoeSQLmosa	0	0	0	[]	0	0	
73	MoeSQLmosa	245	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	12	664	
73	MOTGA	208	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	510	
74	MoeSQLmosa	447	11	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	7	435	
74	MOTGA	2011	11	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	2129	
75	MoeSQLmosa	30	2	2	[0.0, 0.0]	0	100	
75	MOTGA	1	2	2	[0.0, 0.0]	0	5	
76	MoeSQLmosa	281	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	195	
76	MOTGA	29	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	61	
77	MoeSQLmosa	26	3	3	[0.0, 0.0, 0.0]	0	100	
77	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	15	
78	MoeSQLmosa	17	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
78	MOTGA	12	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
79	MoeSQLmosa	97	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	1	149	
79	MOTGA	18	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
80	MoeSQLmosa	183	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	10	556	
80	MOTGA	112	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	460	
81	MoeSQLmosa	74	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
81	MOTGA	57	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]	3	108	
82	MoeSQLmosa	20	3	3	[0.0, 0.0, 0.0]	0	100	
82	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	24	
83	MoeSQLmosa	30	2	2	[0.0, 0.0]	0	100	
83	MOTGA	1	2	2	[0.0, 0.0]	0	5	
84	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
84	MOTGA	1	2	2	[0.0, 0.0]	0	5	
85	MoeSQLmosa	18	3	3	[0.0, 0.0, 0.0]	0	100	
85	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	24	
86	MoeSQLmosa	18	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
86	MOTGA	22	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	128	
87	MoeSQLmosa	160	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	241	
87	MOTGA	1517	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	1097	
88	MoeSQLmosa	5356	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	55	2771	
88	MOTGA	222	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	500	
89	MoeSQLmosa	17	3	3	[0.0, 0.0, 0.0]	0	100	
89	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	24	
90	MoeSQLmosa	43	2	2	[0.0, 0.0]	0	100	
90	MOTGA	3	2	2	[0.0, 0.0]	0	11	
91	MoeSQLmosa	24	3	3	[0.0, 0.0, 0.0]	0	100	
91	MOTGA	6	3	3	[0.0, 0.0, 0.0]	0	24	
92	MoeSQLmosa	13	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
92	MOTGA	6	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	46	
93	MoeSQLmosa	57	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	148	
93	MOTGA	37	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	125	
94	MoeSQLmosa	26	3	3	[0.0, 0.0, 0.0]	0	100	
94	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	5	
95	MoeSQLmosa	117	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	9	504	
95	MOTGA	23	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
97	MoeSQLmosa	409	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	284	
97	MOTGA	29	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
98	MoeSQLmosa	45	4	4	[0.0, 0.0, 0.0, 0.0]	1	150	
98	MOTGA	3	4	4	[0.0, 0.0, 0.0, 0.0]	0	7	
99	MoeSQLmosa	109	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	246	
99	MOTGA	41	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
100	MoeSQLmosa	31	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
100	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
101	MoeSQLmosa	25	3	3	[0.0, 0.0, 0.0]	0	100	
101	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	7	
103	MoeSQLmosa	26	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
103	MOTGA	37	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	133	
104	MoeSQLmosa	18	3	3	[0.0, 0.0, 0.0]	0	100	
104	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	7	
105	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
105	MOTGA	0	2	2	[0.0, 0.0]	0	5	
106	MoeSQLmosa	76	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	243	
106	MOTGA	30	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
107	MoeSQLmosa	50	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	1	149	
107	MOTGA	19	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
108	MoeSQLmosa	58	2	2	[0.0, 0.0]	0	100	
108	MOTGA	3	2	2	[0.0, 0.0]	0	11	
109	MoeSQLmosa	19	2	2	[0.0, 0.0]	0	100	
109	MOTGA	1	2	2	[0.0, 0.0]	0	11	
110	MoeSQLmosa	325	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	9	516	
110	MOTGA	173	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	500	
111	MoeSQLmosa	82	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	337	
111	MOTGA	29	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	134	
112	MoeSQLmosa	87	3	3	[0.0, 0.0, 0.0]	0	100	
112	MOTGA	4	3	3	[0.0, 0.0, 0.0]	0	15	
113	MoeSQLmosa	35	2	2	[0.0, 0.0]	0	100	
113	MOTGA	2	2	2	[0.0, 0.0]	0	11	
114	MoeSQLmosa	11	3	3	[0.0, 0.0, 0.0]	0	100	
114	MOTGA	1	3	3	[0.0, 0.0, 0.0]	0	7	
115	MoeSQLmosa	8	2	2	[0.0, 0.0]	0	100	
115	MOTGA	1	2	2	[0.0, 0.0]	0	5	
116	MoeSQLmosa	77	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	3	244	
116	MOTGA	27	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
117	MoeSQLmosa	28	2	2	[0.0, 0.0]	0	100	
117	MOTGA	1	2	2	[0.0, 0.0]	0	5	
118	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
118	MOTGA	1	2	2	[0.0, 0.0]	0	5	
119	MoeSQLmosa	168	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	334	
119	MOTGA	37	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
120	MoeSQLmosa	79	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	147	
120	MOTGA	11932	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	3197	
122	MoeSQLmosa	35	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
122	MOTGA	15	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	73	
123	MoeSQLmosa	12	3	3	[0.0, 0.0, 0.0]	0	100	
123	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
124	MoeSQLmosa	12	2	2	[0.0, 0.0]	0	100	
124	MOTGA	0	2	2	[0.0, 0.0]	0	5	
125	MoeSQLmosa	13	2	2	[0.0, 0.0]	0	100	
125	MOTGA	1	2	2	[0.0, 0.0]	0	11	
126	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
126	MOTGA	1	2	2	[0.0, 0.0]	0	11	
127	MoeSQLmosa	11	2	2	[0.0, 0.0]	0	100	
127	MOTGA	1	2	2	[0.0, 0.0]	0	5	
128	MoeSQLmosa	28	2	2	[0.0, 0.0]	0	100	
128	MOTGA	85	2	2	[0.0, 0.0]	0	11	
129	MoeSQLmosa	16	1	1	[0.0]	0	100	
129	MOTGA	0	1	1	[0.0]	0	1	
130	MoeSQLmosa	102	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	290	
130	MOTGA	31	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
131	MoeSQLmosa	910	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	19	990	
131	MOTGA	157	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	530	
132	MoeSQLmosa	15	2	2	[0.0, 0.0]	0	100	
132	MOTGA	2	2	2	[0.0, 0.0]	0	11	
133	MoeSQLmosa	52	3	3	[0.0, 0.0, 0.0]	0	100	
133	MOTGA	8	3	3	[0.0, 0.0, 0.0]	0	24	
134	MoeSQLmosa	63	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	197	
134	MOTGA	30	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	125	
135	MoeSQLmosa	173	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	4	290	
135	MOTGA	139	9	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	510	
136	MoeSQLmosa	12	3	3	[0.0, 0.0, 0.0]	0	100	
136	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	15	
137	MoeSQLmosa	383	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	10	573	
137	MOTGA	159	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	510	
138	MoeSQLmosa	38	3	3	[0.0, 0.0, 0.0]	0	100	
138	MOTGA	3	3	3	[0.0, 0.0, 0.0]	0	24	
139	MoeSQLmosa	11	3	3	[0.0, 0.0, 0.0]	0	100	
139	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	15	
140	MoeSQLmosa	14	2	2	[0.0, 0.0]	0	100	
140	MOTGA	2	2	2	[0.0, 0.0]	0	11	
141	MoeSQLmosa	72	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	5	338	
141	MOTGA	21	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
142	MoeSQLmosa	47	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
142	MOTGA	24	5	5	[0.0, 0.0, 0.0, 0.0, 0.0]	0	76	
143	MoeSQLmosa	24	3	3	[0.0, 0.0, 0.0]	1	150	
143	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	24	
144	MoeSQLmosa	12	2	2	[0.0, 0.0]	0	100	
144	MOTGA	1	2	2	[0.0, 0.0]	0	11	
145	MoeSQLmosa	12	2	2	[0.0, 0.0]	0	100	
145	MOTGA	1	2	2	[0.0, 0.0]	0	11	
146	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
146	MOTGA	2	2	2	[0.0, 0.0]	0	11	
147	MoeSQLmosa	258	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	14	763	
147	MOTGA	43	7	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	150	
148	MoeSQLmosa	43	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	100	
148	MOTGA	20	6	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1	118	
149	MoeSQLmosa	17	3	3	[0.0, 0.0, 0.0]	0	100	
149	MOTGA	2	3	3	[0.0, 0.0, 0.0]	0	15	
150	MoeSQLmosa	352	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	8	477	
150	MOTGA	329	8	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0	520	
151	MoeSQLmosa	21	2	2	[0.0, 0.0]	0	100	
151	MOTGA	1	2	2	[0.0, 0.0]	0	11	
152	MoeSQLmosa	0	0	0	[]	0	0	
153	MoeSQLmosa	29	3	3	[0.0, 0.0, 0.0]	0	100	
